message,link,permalink_url,created_time,type,name,id,share/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,,
'The End' is just something they put on movies. #justdoit,https://www.facebook.com/nike/videos/10154084316728445/,https://www.facebook.com/nike/videos/10154084316728445/,2016-08-22T14:05:02+0000,video,Nike: Unlimited Pursuit,15087023444_10154084316728445,1714,10495,NONE,9869,FALSE,FALSE,ranked,405,FALSE,,
Brilliant as individuals. Unstoppable as a nation. Unlimited Together. #justdoit,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10154080895133445/?type=3,https://www.facebook.com/nike/posts/10154080895133445:0,2016-08-20T23:12:36+0000,photo,Timeline Photos,15087023444_10154080895133445,503,9696,NONE,9222,FALSE,FALSE,ranked,307,FALSE,,
â€œYou could do it. Anyone could do it.â€ù  Find out what it takes for Mo Farah to stay on top: gonike.me/justdoit #justdoit,https://www.facebook.com/nike/videos/10154077156263445/,https://www.facebook.com/nike/videos/10154077156263445/,2016-08-19T18:17:28+0000,video,Nike: Unlimited Mo,15087023444_10154077156263445,401,4296,NONE,4150,FALSE,FALSE,ranked,162,FALSE,,
â€œSuccess is failing over and over again without losing enthusiasm.â€ù  See how Ashton Eaton motivates himself to push his limits every day: gonike.me/justdoit. #justdoit,https://www.facebook.com/nike/videos/10154074452948445/,https://www.facebook.com/nike/videos/10154074452948445/,2016-08-18T17:22:42+0000,video,Nike: Unlimited Ashton Eaton,15087023444_10154074452948445,2022,12892,NONE,12336,FALSE,FALSE,ranked,311,FALSE,,
Limits are only limits if you let them be. gonike.me/justdoit #justdoit,https://www.facebook.com/nike/videos/10154071785258445/,https://www.facebook.com/nike/videos/10154071785258445/,2016-08-17T19:03:54+0000,video,Nike: Unlimited Will,15087023444_10154071785258445,6416,25293,NONE,23270,FALSE,FALSE,ranked,617,FALSE,,
â€œFrom birth she was always so determined.â€ù See how Allyson Felix worked to become who she is today. gonike.me/justdoit #justdoit,https://www.facebook.com/nike/videos/10154065997573445/,https://www.facebook.com/nike/videos/10154065997573445/,2016-08-15T19:13:44+0000,video,Nike: Unlimited Allyson Felix,15087023444_10154065997573445,321,4119,NONE,3918,FALSE,FALSE,ranked,117,FALSE,,
Youth has no age limit. gonike.me/justdoit #justdoit,https://www.facebook.com/nike/videos/10154063072153445/,https://www.facebook.com/nike/videos/10154063072153445/,2016-08-14T19:00:00+0000,video,Nike: Unlimited Youth,15087023444_10154063072153445,93753,84930,NONE,74751,FALSE,FALSE,ranked,3377,FALSE,,
"""There's something more that I'm chasing"". Shelly-Ann Fraser-Pryce.  See how Shelly-Ann's passion drives her quest for greatness. gonike.me/justdoit. #justdoit",https://www.facebook.com/nike/videos/10154059665668445/,https://www.facebook.com/nike/videos/10154059665668445/,2016-08-13T17:05:37+0000,video,Nike: Unlimited Shelly-Ann Fraser-Pryce,15087023444_10154059665668445,178,2333,NONE,2236,FALSE,FALSE,ranked,83,FALSE,,
"â€œPressure could either burst pipes or create diamonds, and I had to make the choice which one I wanted to be.â€ù â€“ English Gardner #justdoit",https://www.facebook.com/nike/videos/10154058667513445/,https://www.facebook.com/nike/videos/10154058667513445/,2016-08-13T01:00:00+0000,video,Nike: Unlimited English Gardner,15087023444_10154058667513445,273,2998,NONE,2865,FALSE,FALSE,ranked,73,FALSE,,
"â€œDon't forget to be the best, Simone.â€ù â € Find out how hard Simone Biles works to make her dreams a reality. http://gonike.me/justdoit  #justdoit",https://www.facebook.com/nike/videos/10154055055703445/,https://www.facebook.com/nike/videos/10154055055703445/,2016-08-11T18:26:09+0000,video,Nike: Unlimited Simone Biles,15087023444_10154055055703445,9087,49706,NONE,44092,FALSE,FALSE,ranked,756,FALSE,,
Unlimited together. #justdoit,https://www.facebook.com/nike/videos/10154052026018445/,https://www.facebook.com/nike/videos/10154052026018445/,2016-08-10T16:32:16+0000,video,Nike: Unlimited Together,15087023444_10154052026018445,27100,88648,NONE,83974,FALSE,FALSE,ranked,1572,FALSE,,
"â€œI knew from the day I taught her to cartwheel, she was gonna be something.â€ù  See the grace behind Gabbyâ€™s greatness. gonike.me/justdoit #justdoit",https://www.facebook.com/nike/videos/10154049552093445/,https://www.facebook.com/nike/videos/10154049552093445/,2016-08-09T17:42:21+0000,video,Nike: Unlimited Gabby Douglas,15087023444_10154049552093445,281,4338,NONE,4083,FALSE,FALSE,ranked,71,FALSE,,
Your limits are only defined by you. gonike.me/justdoit #justdoit,https://www.facebook.com/nike/videos/10154047267883445/,https://www.facebook.com/nike/videos/10154047267883445/,2016-08-08T22:34:22+0000,video,Nike: Unlimited Courage,15087023444_10154047267883445,5155,24219,NONE,22319,FALSE,FALSE,ranked,645,FALSE,,
Life isnâ€™t about finding your limits. Itâ€™s about realizing you have none. Begin your story here: gonike.me/justdoit. #justdoit,https://www.facebook.com/nike/videos/10154037538488445/,https://www.facebook.com/nike/videos/10154037538488445/,2016-08-05T03:06:34+0000,video,Nike: Unlimited You,15087023444_10154037538488445,29441,66669,NONE,61095,FALSE,FALSE,ranked,1724,FALSE,,
"""The reason I started is because I love it."" â€“ Rory McIlroy First on the course, last off it. This is Unlimited Rory. #justdoit Nike.com/justdoit",https://www.facebook.com/nike/videos/10154015698843445/,https://www.facebook.com/nike/videos/10154015698843445/,2016-07-27T16:00:11+0000,video,Unlimited Rory,15087023444_10154015698843445,1563,4730,NONE,4534,FALSE,FALSE,ranked,325,FALSE,,
Champions aren't born. They're made. #justdoit  Begin your story here: nike.com/justdoit,https://www.facebook.com/nike/videos/10154010629288445/,https://www.facebook.com/nike/videos/10154010629288445/,2016-07-25T14:03:00+0000,video,Unlimited Future,15087023444_10154010629288445,12326,15599,NONE,14017,FALSE,FALSE,ranked,772,FALSE,,
"Whoâ€™s the Kevin Hart to your Serena Williams? Our unlikely pair joined forces to create a powerful Nike Training  partner workout for the new Nike+ Training Club app. Tag your other half, hit the link and get to work: http://gonike.me/TheHartSerenaWorkout",https://www.facebook.com/nike/videos/10153982952648445/,https://www.facebook.com/nike/videos/10153982952648445/,2016-07-16T17:01:15+0000,video,Hart + Serena,15087023444_10153982952648445,265,2907,NONE,2741,FALSE,FALSE,ranked,225,FALSE,,
"â€œWhen I see how dedicated she is, it humbles me.â€ù  Find out how hard Simone Biles works to make her dreams a reality: http://gonike.me/simone-biles #justdoit",https://www.facebook.com/nike/videos/10153978169523445/,https://www.facebook.com/nike/videos/10153978169523445/,2016-07-12T19:38:31+0000,video,Unlimited Simone Biles,15087023444_10153978169523445,5171,13477,NONE,11969,FALSE,FALSE,ranked,320,FALSE,,
Stand as one. Play as one. Win as one. #justdoit,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10153973920303445/?type=3,https://www.facebook.com/nike/posts/10153973920303445:0,2016-07-10T21:38:14+0000,photo,Timeline Photos,15087023444_10153973920303445,817,8689,NONE,8098,FALSE,FALSE,ranked,208,FALSE,,
â€œThereâ€™s no day that goes by that I feel like losing.â€ù â€“ Serena Williams   Work ethic of an underdog. Willpower of a champion. This is Unlimited Serena. #justdoit,https://www.facebook.com/nike/videos/10153970398638445/,https://www.facebook.com/nike/videos/10153970398638445/,2016-07-09T14:49:54+0000,video,Unlimited Serena Williams,15087023444_10153970398638445,10109,58479,NONE,54536,FALSE,FALSE,ranked,1123,FALSE,,
â€œSomething that inspires me the most is people that do something thatâ€™s never been done.â€ù â€“ Ashton Eaton  Find out how Ashton pushes his body to the limits: http://gonike.me/Athletes_Ashton_Eaton #justdoit,https://www.facebook.com/nike/videos/10153961460438445/,https://www.facebook.com/nike/videos/10153961460438445/,2016-07-05T21:50:15+0000,video,Unlimited Ashton Eaton,15087023444_10153961460438445,1680,3802,NONE,3638,FALSE,FALSE,ranked,188,FALSE,,
"â€œWhat makes Allyson truly fearless: sheâ€™s not afraid to lose. If youâ€™re not afraid of that, you go after everything. You look at whatever your wildest dream is.â€ù  Find out how Allyson Felix aims to rewrite the history books this summer: http://gonike.me/Athletes_Allyson_Felix #justdoit",https://www.facebook.com/nike/videos/10153945336528445/,https://www.facebook.com/nike/videos/10153945336528445/,2016-06-28T17:30:00+0000,video,Unlimited Allyson Felix,15087023444_10153945336528445,414,2688,NONE,2545,FALSE,FALSE,ranked,178,FALSE,,
"â€œIf the world is coming, what do you do? You prepare.â€ù â€“ Shelly-Ann Fraser-Pryce.   Find out how Shelly-Ann's passion drives her quest for greatness: http://gonike.me/Athletes_Shelly-Ann #justdoit",https://www.facebook.com/nike/videos/10153926236213445/,https://www.facebook.com/nike/videos/10153926236213445/,2016-06-24T16:13:40+0000,video,Unlimited Shelly-Ann Fraser-Pryce,15087023444_10153926236213445,198,1649,NONE,1565,FALSE,FALSE,ranked,138,FALSE,,
#AlwaysBelieve,https://www.facebook.com/nike/videos/10153924253703445/,https://www.facebook.com/nike/videos/10153924253703445/,2016-06-20T02:38:51+0000,video,#AlwaysBelieve,15087023444_10153924253703445,46830,55502,NONE,51209,FALSE,FALSE,ranked,1681,FALSE,,
One moment can change everything. #SparkBrilliance,https://www.facebook.com/nike/videos/10153900091608445/,https://www.facebook.com/nike/videos/10153900091608445/,2016-06-09T16:25:35+0000,video,The Switch featuring Cristiano Ronaldo,15087023444_10153900091608445,7298,16180,NONE,15050,FALSE,FALSE,ranked,1523,FALSE,,
â€œYou can always give it more than what you think you have.â€ù â€“ Mo Farah  See how the seven-time gold medalist reaches new heights: http://gonike.me/Athletes_Mo-farah #justdoit,https://www.facebook.com/nike/videos/10153895992178445/,https://www.facebook.com/nike/videos/10153895992178445/,2016-06-08T01:37:56+0000,video,Unlimited Mo,15087023444_10153895992178445,420,2133,NONE,2041,FALSE,FALSE,ranked,199,FALSE,,
"Brilliance collides. Introducing the new NJR x JORDAN collaboration, the first performance football collection to feature the Jumpman.",https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10153883671143445/?type=3,https://www.facebook.com/nike/posts/10153883671143445:0,2016-06-02T04:06:58+0000,photo,Timeline Photos,15087023444_10153883671143445,708,7732,NONE,7328,FALSE,FALSE,ranked,347,FALSE,,
"In Kobeâ€™s last game, weâ€™re reminded to always love the hate. #Mambaday",https://www.facebook.com/nike/videos/10153777264608445/,https://www.facebook.com/nike/videos/10153777264608445/,2016-04-13T16:19:12+0000,video,Mamba Day,15087023444_10153777264608445,12724,16792,NONE,15686,FALSE,FALSE,ranked,1832,FALSE,,
"A revolution in motion. There are few things that can match the worldâ€™s best move for move. With a revolutionary outsole which expands and contracts with your feet as you run and train, the #NikeFree family can. Get yours at Nike.com/free.",https://www.facebook.com/nike/videos/10153762391323445/,https://www.facebook.com/nike/videos/10153762391323445/,2016-04-07T18:43:31+0000,video,Join the Free Revolution.,15087023444_10153762391323445,3072,18569,NONE,17857,FALSE,FALSE,ranked,854,FALSE,,
Running will never feel the same.  Find the Nike LunarEpic Flyknit at www.nike.com/lunarepic. #LunarEpic,https://www.facebook.com/nike/videos/10153652716248445/,https://www.facebook.com/nike/videos/10153652716248445/,2016-03-03T16:06:53+0000,video,,15087023444_10153652716248445,1076,7256,NONE,6965,FALSE,FALSE,ranked,1223,FALSE,,
We donâ€™t need another running shoe.  Coming tomorrow to nike.com/lunarepic. #LunarEpic,https://www.facebook.com/nike/videos/10153651370683445/,https://www.facebook.com/nike/videos/10153651370683445/,2016-03-02T20:00:00+0000,video,,15087023444_10153651370683445,178,2600,NONE,2526,FALSE,FALSE,ranked,386,FALSE,,
,https://www.facebook.com/usnikefootball/videos/10156521947060721/,https://www.facebook.com/nike/posts/10153610956618445,2016-02-11T18:40:02+0000,video,Nike Football,15087023444_10153610956618445,4,4411,NONE,3870,FALSE,FALSE,ranked,2465,FALSE,,
"All aboard! The SNKRS XPRESS has arrived in Toronto to bring the best of Nike Basketball, Jordan Brand and Nike Sportswear.   Nike.com/snkrsxpress",https://www.facebook.com/nike/videos/10153605020493445/,https://www.facebook.com/nike/videos/10153605020493445/,2016-02-08T21:02:56+0000,video,,15087023444_10153605020493445,1250,4679,NONE,4365,FALSE,FALSE,ranked,848,FALSE,,
,https://www.facebook.com/NikeWomenUK/videos/1063618693683912/,https://www.facebook.com/nike/posts/10153577356673445,2016-01-25T20:21:02+0000,video,NikeWomen,15087023444_10153577356673445,1,2433,NONE,2230,FALSE,FALSE,ranked,670,FALSE,,
,https://www.facebook.com/hartkevin/videos/10153369615117045/,https://www.facebook.com/nike/posts/10153558791163445,2016-01-16T18:13:43+0000,video,Kevin Hart,15087023444_10153558791163445,1,3925,NONE,3767,FALSE,FALSE,ranked,544,FALSE,,
"Innovation can draw inspiration from any athlete.   When Matthew Walzer, a teenager with cerebral palsy, wrote a letter outlining the challenges faced by athletes with limited use of their hands, Nike designer Tobie Hatfield came up with the groundbreaking FlyEase design. The technology debuts in the Lebron Soldier VIII for Young Athletes. gonike.me/LeBron_Kids_FLYEASE",https://www.facebook.com/nike/videos/10153540110973445/,https://www.facebook.com/nike/videos/10153540110973445/,2016-01-08T19:30:03+0000,video,,15087023444_10153540110973445,894,4556,NONE,4360,FALSE,FALSE,ranked,598,FALSE,,
,https://www.facebook.com/nikebasketball/videos/10153350998681309/,https://www.facebook.com/nike/posts/10153514135138445,2015-12-25T20:23:53+0000,video,Nike Basketball,15087023444_10153514135138445,,2961,NONE,2859,FALSE,FALSE,ranked,472,FALSE,,
Roads are closed. School is cancelled. #getouthere  Gear up at Nike.com/getouthere,https://www.facebook.com/nike/videos/10153408844503445/,https://www.facebook.com/nike/videos/10153408844503445/,2015-10-29T18:00:00+0000,video,,15087023444_10153408844503445,130439,201924,NONE,201520,FALSE,FALSE,ranked,9095,FALSE,,
Van a jugar contra algo mÃ¡s fuerte que ellos mismos.  Van a jugar contra la presiÃ_n.   Van a jugar el mejor partido de sus vidas.,https://www.facebook.com/nike/videos/10153401690573445/,https://www.facebook.com/nike/videos/10153401690573445/,2015-10-24T14:00:01+0000,video,,15087023444_10153401690573445,2017,16106,NONE,16052,FALSE,FALSE,ranked,686,FALSE,,
,https://www.facebook.com/michaeljfoxfoundation/videos/10153692210818540/,https://www.facebook.com/nike/posts/10153397742848445,2015-10-21T21:48:04+0000,video,The Michael J. Fox Foundation for Parkinson's Research,15087023444_10153397742848445,15,23734,NONE,23624,FALSE,FALSE,ranked,1395,FALSE,,
,https://www.facebook.com/nikesportswear.uk/videos/540455522771598/,https://www.facebook.com/nike/posts/10153388348768445,2015-10-15T15:17:20+0000,video,Nike Sportswear,15087023444_10153388348768445,2,2428,NONE,2398,FALSE,FALSE,ranked,426,FALSE,,
All you need to do is run. #justdoit  Nike.com/running,https://www.facebook.com/nike/videos/10153354633563445/,https://www.facebook.com/nike/videos/10153354633563445/,2015-09-25T15:03:00+0000,video,,15087023444_10153354633563445,2130,5874,NONE,5825,FALSE,FALSE,ranked,749,FALSE,,
,https://www.facebook.com/usnikefootball/videos/10156049596275721/,https://www.facebook.com/nike/posts/10153325700278445,2015-09-12T15:38:47+0000,video,Nike Football,15087023444_10153325700278445,2,4258,NONE,4241,FALSE,FALSE,ranked,481,FALSE,,
Nike Tech Pack presents the Fall '15 Nike Tech Fleece Collection.,http://nike.com/techpack,https://www.facebook.com/nike/posts/10153290429783445,2015-08-27T14:02:19+0000,link,Nike Sportswear: Tech Pack Collection,15087023444_10153290429783445,476,5365,NONE,5335,FALSE,FALSE,ranked,661,FALSE,,
,https://www.facebook.com/nikecourt/photos/a.10150154909290332.397933.10150107266525332/10155915246855332/?type=3,https://www.facebook.com/nike/posts/10153279867648445,2015-08-21T23:30:34+0000,photo,NikeCourt,15087023444_10153279867648445,1,2588,NONE,2569,FALSE,FALSE,ranked,269,FALSE,,
You never know who will be short a guy.  Gear up to get ready at gonike.me/gear_up,https://www.facebook.com/nike/videos/10153195155363445/,https://www.facebook.com/nike/videos/10153195155363445/,2015-07-15T00:14:28+0000,video,Short A Guy,15087023444_10153195155363445,32750,122559,NONE,122498,FALSE,FALSE,ranked,2556,FALSE,,
Meet TJ. The kid that's better than you on and off the field.   This is the season to change that: gonike.me/GEARUP  #takeonTJ,https://www.facebook.com/nike/videos/10153180616108445/,https://www.facebook.com/nike/videos/10153180616108445/,2015-07-07T18:52:21+0000,video,Take on TJ,15087023444_10153180616108445,2830,17748,NONE,17735,FALSE,FALSE,ranked,1901,FALSE,,
Find Your Fast. #nikezoom  Nike.com/Zoom,https://www.facebook.com/nike/videos/10153169032118445/,https://www.facebook.com/nike/videos/10153169032118445/,2015-07-02T19:22:51+0000,video,Find Your Fast,15087023444_10153169032118445,3264,8449,NONE,8425,FALSE,FALSE,ranked,1950,FALSE,,
,https://www.facebook.com/nikerunning/photos/a.73446537975.74592.65604112975/10153165601182976/?type=3,https://www.facebook.com/nike/posts/10152993058603445,2015-04-20T01:47:33+0000,photo,Nike+ Run Club,15087023444_10152993058603445,,7092,NONE,7081,FALSE,FALSE,chronological,1177,FALSE,,
Donâ€™t just dream. #justdoit,https://www.facebook.com/nike/videos/10152959906768445/,https://www.facebook.com/nike/videos/10152959906768445/,2015-04-05T21:29:01+0000,video,Ripple,15087023444_10152959906768445,47822,78331,NONE,78285,FALSE,FALSE,chronological,4121,FALSE,,
,https://www.facebook.com/nikewomen/videos/10153261755474683/,https://www.facebook.com/nike/posts/10152903497828445,2015-03-12T17:02:51+0000,video,NikeWomen,15087023444_10152903497828445,5,6154,NONE,6144,FALSE,FALSE,chronological,1245,FALSE,,
"Your favorite sneaker shop, in the palm of your hand. Introducing the Nike SNKRS app. Curate your custom feed, set release reminders and be the first to get the latest drop.",http://www.nike.com/us/en_us/c/app/snkrs,https://www.facebook.com/nike/posts/10152836802173445,2015-02-12T00:20:17+0000,link,Nike SNKRS app,15087023444_10152836802173445,365,5621,NONE,5615,FALSE,FALSE,chronological,1172,FALSE,,
,https://www.facebook.com/usnikefootball/photos/a.341713795720.336852.57460905720/10155179446595721/?type=3,https://www.facebook.com/nike/posts/10152813408038445,2015-02-02T03:11:31+0000,photo,Nike Football,15087023444_10152813408038445,10,19669,NONE,19662,FALSE,FALSE,chronological,1016,FALSE,,
Neymar Jr. is never one to shy away from the spotlight. He turns every stadium into a stage. He attacks the defense with a style so fluid itâ€™s like water flowing between rocks. But he also shines off the pitch. The Hypervenom Liquid Diamond is inspired by both his brilliant play and bright personality.   â€œI think they will stand out because of that bright and energetic feeling you get from these boots. I think they have captured my bold and cheerful nature.â€ù â€“ Neymar Jr.,http://www.nike.com/hypervenom,https://www.facebook.com/nike/posts/10152806165258445,2015-01-29T23:01:39+0000,link,Nike Hypervenom Liquid Diamond,15087023444_10152806165258445,1673,11794,NONE,11768,FALSE,FALSE,chronological,943,FALSE,,
A girlâ€™s best friend.   Find your flow with the Nike Legendary Lava Tight and the rest of the tights collection from Nike Women.,http://www.nike.com/us/en_us/c/women/tights-guide,https://www.facebook.com/nike/posts/10152764855828445,2015-01-08T19:07:21+0000,link,Nike Women's Tight Collection,15087023444_10152764855828445,394,6872,NONE,6858,FALSE,FALSE,chronological,698,FALSE,,
"More history to be made.   Alabama Football, Oregon Football, Florida State Seminoles Football and Ohio State Buckeyes will wear Nike Mach Speed uniforms in their quest to win the first ever College Football Playoff. The uniforms feature a fractal diamond-color swoosh, Nike Vapor Knit gloves and Nike Vapor Untouchable cleats.   Explore the whole Diamond Quest Collection at http://gonike.me/CFP",https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10152671150838445/?type=3,https://www.facebook.com/nike/posts/10152671152143445:0,2014-12-10T00:41:51+0000,photo,Timeline Photos,15087023444_10152671150838445,467,5405,NONE,5376,FALSE,FALSE,chronological,760,FALSE,,
"Since 2004, the Nike Doernbecher Freestyle program has raised nearly $8 million for OHSU's Doernbecher Children's Hospital.   Meet the six young designers and check out this year's collection: gonike.me/doernbecher",https://www.facebook.com/nike/photos/a.10152636589593445.1073741829.15087023444/10152636589758445/?type=3,https://www.facebook.com/nike/posts/10152636603868445,2014-11-23T01:21:02+0000,photo,Nike Doernbecher Freestyle 2014 Collection,15087023444_10152636589758445,562,2992,NONE,2951,FALSE,FALSE,chronological,217,FALSE,,
"Donâ€™t let long nights stop you from long runs.     Be seen and stay dry all winter long with the Nike Shield Flash Max Jacket, featuring 360 degrees of reflectivity and breathable, lightweight Storm-FIT 5 water-resistant fabric.",http://www.nike.com/us/en_us/c/running/flash,https://www.facebook.com/nike/posts/10152619469543445,2014-11-14T00:18:41+0000,link,Introducing Nike Flash,15087023444_10152619469543445,141,3335,NONE,3331,FALSE,FALSE,chronological,417,FALSE,,
"Be a pioneer on the pavement.     Weâ€™ve teamed up with Pendleton Woolen Mills, an Oregon original, legendary for their hand-crafted goods, so you can make your original with Pendleton X NIKEiD. Put your own spin on modern classics by choosing from 8 Pendleton fabrics, 10 leathers and a number of color details.",http://swoo.sh/1shpYun,https://www.facebook.com/nike/posts/10152601956728445,2014-11-05T22:38:10+0000,link,PENDLETON x NIKEiD,15087023444_10152601956728445,745,7547,NONE,7540,FALSE,FALSE,chronological,621,FALSE,,
Bigger than basketball. #justdoit,https://www.facebook.com/nike/videos/10152590113098445/,https://www.facebook.com/nike/videos/10152590113098445/,2014-10-31T00:07:40+0000,video,Together | LeBron James,15087023444_10152590113098445,3016,11730,NONE,11700,FALSE,FALSE,chronological,823,FALSE,,
Just Do It. #nikewomen,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10152572904848445/?type=3,https://www.facebook.com/nike/posts/10152572905648445:0,2014-10-22T12:04:20+0000,photo,Timeline Photos,15087023444_10152572904848445,767,8064,NONE,8044,FALSE,FALSE,chronological,596,FALSE,,
"The elements are no longer an excuse. #justdoit    Driven from insights and engineered to the exact specifications of championship athletes in the Nike Sports Research Lab, The Hyperwarm Collection eliminates distractions from the cold, so you can train as long and as hard as you want. Donâ€™t let the weather get in your way.",http://www.nike.com/hyperwarm,https://www.facebook.com/nike/posts/10152571684438445,2014-10-21T19:11:42+0000,link,Nike Hyperwarm,15087023444_10152571684438445,318,5239,NONE,5234,FALSE,FALSE,chronological,330,FALSE,,
,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10152569341388445/?type=3,https://www.facebook.com/nike/posts/10152569341458445:0,2014-10-20T14:00:08+0000,photo,Timeline Photos,15087023444_10152569341388445,1070,12176,NONE,12152,FALSE,FALSE,chronological,411,FALSE,,
,https://www.facebook.com/nikesoccer/photos/a.122130841322273.1073741825.120666031468754/316889588513063/?type=3,https://www.facebook.com/nike/posts/10152547233948445,2014-10-10T22:51:27+0000,photo,Nike Soccer,15087023444_10152547233948445,45,3340,NONE,3336,FALSE,FALSE,chronological,413,FALSE,,
