message,link,permalink_url,created_time,type,name,id,share/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,,
Respect. Earned.   Under Armour Freedom + Dwayne The Rock Johnson stand for those who stand for us. #Respect #UAFreedom   UA Freedom x Project Rock team up to support those who devote their lives to defending our country.  Introducing The #RockTheTroops Collection.  Show your pride: undrarmr.co/2fN4avw,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154553376806287/?type=3,https://www.facebook.com/Underarmour/posts/10154553376806287:0,2016-11-04T16:00:04+0000,photo,Timeline Photos,8741241286_10154553376806287,79,2064,NONE,1989,FALSE,FALSE,ranked,16,FALSE,,
Keep the Celebration Going. #StepInStepUp  Represent Chicagoâ€™s historic 2016 Season with Under Armour Gear:  http://undrarmr.co/2ehU2FP,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154550408681287/?type=3,https://www.facebook.com/Underarmour/posts/10154550408681287:0,2016-11-03T14:26:58+0000,photo,Timeline Photos,8741241286_10154550408681287,50,780,NONE,752,FALSE,FALSE,ranked,17,FALSE,,
Royal and Gold runs through his veins.   The #Curry3 #DubNation â€˜Heritageâ€™.   Coming 11.5.,https://www.facebook.com/Underarmour/videos/10154545120406287/,https://www.facebook.com/Underarmour/videos/10154545120406287/,2016-11-01T19:00:00+0000,video,Curry 3 | 'Dub Nation Heritage',8741241286_10154545120406287,57,611,NONE,583,FALSE,FALSE,ranked,8,FALSE,,
,https://www.facebook.com/uabasketball/photos/a.276454495735964.61108.240581242656623/1109944045720334/?type=3,https://www.facebook.com/Underarmour/posts/10154533139616287,2016-10-29T01:05:08+0000,photo,Under Armour Basketball,8741241286_10154533139616287,,555,NONE,531,FALSE,FALSE,ranked,5,FALSE,,
,https://www.facebook.com/uabasketball/videos/1109671729080899/,https://www.facebook.com/Underarmour/posts/10154532284586287,2016-10-28T19:06:28+0000,video,Under Armour Basketball,8741241286_10154532284586287,,462,NONE,428,FALSE,FALSE,ranked,5,FALSE,,
,https://www.facebook.com/uabasketball/videos/1108276592553746/,https://www.facebook.com/Underarmour/posts/10154527542216287,2016-10-27T00:32:17+0000,video,Under Armour Basketball,8741241286_10154527542216287,,567,NONE,531,FALSE,FALSE,ranked,22,FALSE,,
You have two choices.  Dwell in the pastâ€_or make that old. #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154524540201287/?type=3,https://www.facebook.com/Underarmour/posts/10154524540201287:0,2016-10-26T02:10:07+0000,photo,Timeline Photos,8741241286_10154524540201287,52,1071,NONE,1020,FALSE,FALSE,ranked,14,FALSE,,
Honoring the classic Royal & Gold.  The #Curry3 #DubNation â€˜Heritageâ€™.  Get it now: undrarmr.co/2fbX8QP,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154523365511287/?type=3,https://www.facebook.com/Underarmour/posts/10154523365511287:0,2016-10-25T18:00:12+0000,photo,Timeline Photos,8741241286_10154523365511287,73,962,NONE,920,FALSE,FALSE,ranked,16,FALSE,,
"Unanimous. Scoring Champ. 402. 73-9. 50-40-90 Club. Missed championship.  Thatâ€™s last season.  Now, Make That Old. #IWILL",https://www.facebook.com/Underarmour/videos/10154518444381287/,https://www.facebook.com/Underarmour/videos/10154518444381287/,2016-10-24T16:57:34+0000,video,,8741241286_10154518444381287,713,1331,NONE,1203,FALSE,FALSE,ranked,177,FALSE,,
_Ÿ‘€   Coming soon... #IWILL,https://www.facebook.com/Underarmour/videos/10154515373701287/,https://www.facebook.com/Underarmour/videos/10154515373701287/,2016-10-23T04:00:27+0000,video,,8741241286_10154515373701287,66,958,NONE,895,FALSE,FALSE,ranked,17,FALSE,,
,https://www.facebook.com/uabasketball/photos/a.276454495735964.61108.240581242656623/1104694352911970/?type=3,https://www.facebook.com/Underarmour/posts/10154514210856287,2016-10-22T18:39:12+0000,photo,Under Armour Basketball,8741241286_10154514210856287,,221,NONE,217,FALSE,FALSE,ranked,9,FALSE,,
Introducing the #Curry3.  Built with Threadborne technology - lightweight directional strength to support the gameâ€™s most brilliant player.  Launching 10.25 exclusively on UA.com.,https://www.facebook.com/Underarmour/videos/10154509181561287/,https://www.facebook.com/Underarmour/videos/10154509181561287/,2016-10-21T13:15:00+0000,video,Under Armour | Curry 3 | Threadborne,8741241286_10154509181561287,185,1184,NONE,1123,FALSE,FALSE,ranked,47,FALSE,,
Another decade of dominance is among us. The University of Utah Athletics #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154483252391287/?type=3,https://www.facebook.com/Underarmour/posts/10154483252391287:0,2016-10-13T14:00:19+0000,photo,Timeline Photos,8741241286_10154483252391287,23,743,NONE,715,FALSE,FALSE,ranked,15,FALSE,,
#PhelpsFace Revisited.  Michael Phelps talks about the look that launched a million memes. #RuleYourself #IWILL,https://www.facebook.com/Underarmour/videos/10154478672166287/,https://www.facebook.com/Underarmour/videos/10154478672166287/,2016-10-12T00:31:09+0000,video,,8741241286_10154478672166287,66,894,NONE,849,FALSE,FALSE,ranked,21,FALSE,,
Chicago Cubs manager Joe Maddon shows us what makes Post Season baseball so incredible. #StepInStepUp,https://www.facebook.com/Underarmour/videos/10154469525661287/,https://www.facebook.com/Underarmour/videos/10154469525661287/,2016-10-09T00:45:00+0000,video,,8741241286_10154469525661287,23,718,NONE,700,FALSE,FALSE,ranked,11,FALSE,,
Work. Train. Dominate. Cam Newton #ItComesFromBelow #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154465811001287/?type=3,https://www.facebook.com/Underarmour/posts/10154465811001287:0,2016-10-07T21:00:00+0000,photo,Timeline Photos,8741241286_10154465811001287,6,579,NONE,559,FALSE,FALSE,ranked,11,FALSE,,
Take on each unique challenge in the hardest working training gear on the planet.  undrarmr.co/UAxTRX,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154465847601287/?type=3,https://www.facebook.com/Underarmour/posts/10154465847601287:0,2016-10-07T18:01:18+0000,photo,Timeline Photos,8741241286_10154465847601287,18,622,NONE,599,FALSE,FALSE,ranked,15,FALSE,,
Only Cam Newton knows what itâ€™s like to have the whole world be your enemy. #ItComesFromBelow #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154463717541287/?type=3,https://www.facebook.com/Underarmour/posts/10154463717541287:0,2016-10-07T00:00:00+0000,photo,Timeline Photos,8741241286_10154463717541287,20,613,NONE,589,FALSE,FALSE,ranked,29,FALSE,,
"The journey is about always pushing forward. Ask Cam Newton, Prince With A Thousand Enemies. #ItComesFromBelow #IWILL",https://www.facebook.com/Underarmour/videos/10154458281626287/,https://www.facebook.com/Underarmour/videos/10154458281626287/,2016-10-05T00:00:00+0000,video,Cam Newton - It Comes From Below,8741241286_10154458281626287,22,462,NONE,448,FALSE,FALSE,ranked,12,FALSE,,
Never too busy to visit his Under Armour family in Beijing.   Next up for Andy Murray: China Open. #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154455241801287/?type=3,https://www.facebook.com/Underarmour/posts/10154455241801287:0,2016-10-03T17:58:34+0000,photo,Timeline Photos,8741241286_10154455241801287,10,503,NONE,482,FALSE,FALSE,ranked,8,FALSE,,
Push towards greatness. #ItComesFromBelow #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154446749461287/?type=3,https://www.facebook.com/Underarmour/posts/10154446749461287:0,2016-10-01T21:00:00+0000,photo,Timeline Photos,8741241286_10154446749461287,17,685,NONE,658,FALSE,FALSE,ranked,10,FALSE,,
"Inspired by the outdoors, optimized to command the city.   Constructed with a rugged Michelin outsole and premium leather upper, the RLT Fat Tire Boots are built to take on the elements with uncompromised style.    Available @UAS: undrarmr.co/uas",https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154446478956287/?type=3,https://www.facebook.com/Underarmour/posts/10154446478956287:0,2016-09-30T16:54:53+0000,photo,Timeline Photos,8741241286_10154446478956287,46,1054,NONE,998,FALSE,FALSE,ranked,56,FALSE,,
Preparation is the difference between winning and losing. Cam Newton #ItComesFromBelow #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154438614221287/?type=3,https://www.facebook.com/Underarmour/posts/10154438614221287:0,2016-09-28T01:30:00+0000,photo,Timeline Photos,8741241286_10154438614221287,49,1029,NONE,994,FALSE,FALSE,ranked,16,FALSE,,
Detroitâ€™s in Wild Card striking distance and theyâ€™ve got a living legend on the mound. #StepInStepUp,https://www.facebook.com/Underarmour/videos/10154438622826287/,https://www.facebook.com/Underarmour/videos/10154438622826287/,2016-09-27T23:10:00+0000,video,,8741241286_10154438622826287,10,290,NONE,283,FALSE,FALSE,ranked,4,FALSE,,
â€œIâ€™ll be damned if someone is doing what iâ€™m doing right now & theyâ€™re doing it better than me.â€ù Cam Newton #ItComesFromBelow,https://www.facebook.com/Underarmour/videos/10154436328361287/,https://www.facebook.com/Underarmour/videos/10154436328361287/,2016-09-27T00:00:00+0000,video,It Comes From Below Backstage,8741241286_10154436328361287,41,549,NONE,531,FALSE,FALSE,ranked,11,FALSE,,
Michael Phelps conquered the _ŸŒ_'s biggest stage time and time again. #RuleYourself #IWILL  Honor the legacy of the greatest _Ÿè_ever: undrarmr.co/2cFHLO8,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154435585721287/?type=3,https://www.facebook.com/Underarmour/posts/10154435585721287:0,2016-09-26T21:00:00+0000,photo,Timeline Photos,8741241286_10154435585721287,8,447,NONE,436,FALSE,FALSE,ranked,8,FALSE,,
_Ÿ˜ˆ #ItComesFromBelow,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154432611586287/?type=3,https://www.facebook.com/Underarmour/posts/10154432613231287,2016-09-25T16:00:00+0000,photo,Photos from Under Armour's post,8741241286_10154432613231287,58,1099,NONE,1014,FALSE,FALSE,ranked,67,FALSE,,
Cam Newton is the MVP of Football and the Prince of Preparation. #ItComesFromBelow #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154417879211287/?type=3,https://www.facebook.com/Underarmour/posts/10154417879211287:0,2016-09-22T18:00:00+0000,photo,Timeline Photos,8741241286_10154417879211287,35,1397,NONE,1355,FALSE,FALSE,ranked,30,FALSE,,
,https://www.facebook.com/Underarmour/videos/10154421827231287/,https://www.facebook.com/Underarmour/videos/10154421827231287/,2016-09-22T01:20:15+0000,video,,8741241286_10154421827231287,70,744,NONE,716,FALSE,FALSE,ranked,13,FALSE,,
They canâ€™t catch you if they donâ€™t out-work you. Cam Newton  #ItComesFromBelow #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154417865116287/?type=3,https://www.facebook.com/Underarmour/posts/10154417865116287:0,2016-09-20T22:00:00+0000,photo,Timeline Photos,8741241286_10154417865116287,25,1212,NONE,1171,FALSE,FALSE,ranked,21,FALSE,,
"Premium performance tech, blurring the lines between sport and style.   The UA Moda Run is available now. #UAPursuit",https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154415265836287/?type=3,https://www.facebook.com/Underarmour/posts/10154415265836287:0,2016-09-19T17:37:22+0000,photo,Timeline Photos,8741241286_10154415265836287,61,1164,NONE,1096,FALSE,FALSE,ranked,65,FALSE,,
"Experience, learn, adapt, WIN. Cam Newton #ItComesFromBelow #IWILL",https://www.facebook.com/Underarmour/videos/10154412173076287/,https://www.facebook.com/Underarmour/videos/10154412173076287/,2016-09-18T17:00:00+0000,video,,8741241286_10154412173076287,10,424,NONE,417,FALSE,FALSE,ranked,12,FALSE,,
Nobody makes a name for themselves against Canelo Alvarez. #CaneloSmith #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154401422896287/?type=3,https://www.facebook.com/Underarmour/posts/10154401422896287:0,2016-09-18T03:00:00+0000,photo,Timeline Photos,8741241286_10154401422896287,20,694,NONE,670,FALSE,FALSE,ranked,11,FALSE,,
Unsatisfied. #ItComesFromBelow #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154396009746287/?type=3,https://www.facebook.com/Underarmour/posts/10154396009746287:0,2016-09-17T15:03:00+0000,photo,Timeline Photos,8741241286_10154396009746287,65,2860,NONE,2793,FALSE,FALSE,ranked,24,FALSE,,
The biggest draw in boxing. Canelo Alvarez #CaneloSmith #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154401417301287/?type=3,https://www.facebook.com/Underarmour/posts/10154401417301287:0,2016-09-16T22:00:00+0000,photo,Timeline Photos,8741241286_10154401417301287,15,590,NONE,575,FALSE,FALSE,ranked,16,FALSE,,
This is just the beginning for Cam Newton. #ItComesFromBelow #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154395999711287/?type=3,https://www.facebook.com/Underarmour/posts/10154395999711287:0,2016-09-16T19:00:00+0000,photo,Timeline Photos,8741241286_10154395999711287,7,464,NONE,446,FALSE,FALSE,ranked,4,FALSE,,
Last season is in the rear view. Now break through everything in front of you. Cam Newton #ItComesFromBelow #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154395987731287/?type=3,https://www.facebook.com/Underarmour/posts/10154395987731287:0,2016-09-16T01:00:00+0000,photo,Timeline Photos,8741241286_10154395987731287,8,487,NONE,477,FALSE,FALSE,ranked,12,FALSE,,
Making history. Every day. Every fight. Canelo Alvarez #CaneloSmith #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154401414451287/?type=3,https://www.facebook.com/Underarmour/posts/10154401414451287:0,2016-09-15T23:00:11+0000,photo,Timeline Photos,8741241286_10154401414451287,15,684,NONE,667,FALSE,FALSE,ranked,18,FALSE,,
"Modern American Sportswear. Forged from the Field, Built for Life.  UAS Collection 01 is HERE: http://undrarmr.co/2cy226D",https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154403282586287/?type=3,https://www.facebook.com/Underarmour/posts/10154403282586287:0,2016-09-15T16:00:00+0000,photo,Timeline Photos,8741241286_10154403282586287,9,370,NONE,365,FALSE,FALSE,ranked,11,FALSE,,
"Ahead of #CaneloSmith, Canelo Alvarez got a little help training from #UANext athlete Wanna. #IWILL",https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154401409001287/?type=3,https://www.facebook.com/Underarmour/posts/10154401409001287:0,2016-09-15T00:00:00+0000,photo,Timeline Photos,8741241286_10154401409001287,9,469,NONE,458,FALSE,FALSE,ranked,2,FALSE,,
No oneâ€™s expectations will ever exceed his own. Cam Newton #ItComesFromBelow #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154395970511287/?type=3,https://www.facebook.com/Underarmour/posts/10154395970511287:0,2016-09-14T19:59:15+0000,photo,Timeline Photos,8741241286_10154395970511287,12,746,NONE,724,FALSE,FALSE,ranked,11,FALSE,,
