message,link,permalink_url,created_time,type,name,id,share/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,,
Just in case you didnâ€™t know.  #RuleYourself #IWILL http://undrarmr.co/USAGYM,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153886375426287/?type=3,https://www.facebook.com/Underarmour/posts/10153886375426287:0,2016-02-27T00:43:50+0000,photo,Timeline Photos,8741241286_10153886375426287,11,202,NONE,195,FALSE,FALSE,ranked,1,FALSE,,
Feel the burn. Again and again. And again. USA Gymnastics #RuleYourself #IWILL http://undrarmr.co/USAGYM,https://www.facebook.com/Underarmour/videos/10153886206081287/,https://www.facebook.com/Underarmour/videos/10153886206081287/,2016-02-26T22:55:30+0000,video,,8741241286_10153886206081287,140,2442,NONE,2368,FALSE,FALSE,ranked,126,FALSE,,
Rather be here than anywhere else. USA Gymnastics #RuleYourself #JOMO http://undrarmr.co/USAGYM,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153885975846287/?type=3,https://www.facebook.com/Underarmour/posts/10153885975846287:0,2016-02-26T20:14:23+0000,photo,Timeline Photos,8741241286_10153885975846287,3,93,NONE,91,FALSE,FALSE,ranked,1,FALSE,,
Reach for something greater than a RT. #RuleYourself #JOMO http://undrarmr.co/USAGYM,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153884580191287/?type=3,https://www.facebook.com/Underarmour/posts/10153884580191287:0,2016-02-26T03:43:16+0000,photo,Timeline Photos,8741241286_10153884580191287,8,171,NONE,166,FALSE,FALSE,ranked,3,FALSE,,
The only mobile device we carry. USA Gymnastics #RuleYourself #JOMO http://undrarmr.co/USAGYM,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153883652381287/?type=3,https://www.facebook.com/Underarmour/posts/10153883652381287:0,2016-02-25T18:09:37+0000,photo,Timeline Photos,8741241286_10153883652381287,4,73,NONE,69,FALSE,FALSE,ranked,0,FALSE,,
"On the rocks, please.  #RuleYourself #JOMO http://undrarmr.co/Memphis",https://www.facebook.com/Underarmour/videos/10153883489746287/,https://www.facebook.com/Underarmour/videos/10153883489746287/,2016-02-25T16:33:45+0000,video,,8741241286_10153883489746287,27,173,NONE,167,FALSE,FALSE,ranked,4,FALSE,,
Train. Every. Single. Damn. Day. USA Gymnastics  #RuleYourself #JOMO http://undrarmr.co/USAGYM,https://www.facebook.com/Underarmour/videos/10153883263346287/,https://www.facebook.com/Underarmour/videos/10153883263346287/,2016-02-25T13:54:52+0000,video,,8741241286_10153883263346287,148,2217,NONE,2158,FALSE,FALSE,ranked,66,FALSE,,
Spotlight owned. USA Gymnastics #RuleYourself #IWILL http://undrarmr.co/USAGYM,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153882470981287/?type=3,https://www.facebook.com/Underarmour/posts/10153882470981287:0,2016-02-25T03:08:55+0000,photo,Timeline Photos,8741241286_10153882470981287,3,156,NONE,153,FALSE,FALSE,ranked,6,FALSE,,
"TannerRainville, #GOWHEREYOUDONTBELONG",https://www.facebook.com/Underarmour/videos/10153882051996287/,https://www.facebook.com/Underarmour/videos/10153882051996287/,2016-02-24T22:27:34+0000,video,,8741241286_10153882051996287,18,151,NONE,143,FALSE,FALSE,ranked,6,FALSE,,
"The foam pit is our friend. Nowadays, our ONLY friend. USA Gymnastics #RuleYourself #JOMO http://undrarmr.co/USAGYM",https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153881876086287/?type=3,https://www.facebook.com/Underarmour/posts/10153881876086287:0,2016-02-24T20:39:33+0000,photo,Timeline Photos,8741241286_10153881876086287,,98,NONE,97,FALSE,FALSE,ranked,0,FALSE,,
Even our breathing game is on a different level. Memphis Depay #RuleYourself #IWILL http://undrarmr.co/Memphis,https://www.facebook.com/Underarmour/videos/10153881371851287/,https://www.facebook.com/Underarmour/videos/10153881371851287/,2016-02-24T16:19:44+0000,video,,8741241286_10153881371851287,18,244,NONE,240,FALSE,FALSE,ranked,7,FALSE,,
The perfect landing isnâ€™t made on a single day. USA Gymnastics  #RuleYourself #IWILL http://undrarmr.co/USAGYM,https://www.facebook.com/Underarmour/videos/10153881125766287/,https://www.facebook.com/Underarmour/videos/10153881125766287/,2016-02-24T13:44:49+0000,video,,8741241286_10153881125766287,125,1427,NONE,1386,FALSE,FALSE,ranked,7,FALSE,,
,https://www.facebook.com/Underarmour/photos/a.10150734632601287.459672.8741241286/10153879869281287/?type=3,https://www.facebook.com/Underarmour/posts/10153879869401287,2016-02-23T21:22:54+0000,photo,Under Armour's cover photo,8741241286_10153879869281287,21,351,NONE,336,FALSE,FALSE,ranked,7,FALSE,,
"When the game asks hard questions, there is only one way for Memphis Depay to answer. #RuleYourself #IWILL",https://www.facebook.com/Underarmour/videos/10153879614436287/,https://www.facebook.com/Underarmour/videos/10153879614436287/,2016-02-23T19:09:05+0000,video,UNDER ARMOUR | RULE YOURSELF | MEMPHIS,8741241286_10153879614436287,1732,11164,NONE,10711,FALSE,FALSE,ranked,304,FALSE,,
USA Gymnastics is strong enough to carry the weight of a nation. #RuleYourself #IWILL,https://www.facebook.com/Underarmour/videos/10153879418956287/,https://www.facebook.com/Underarmour/videos/10153879418956287/,2016-02-23T18:00:28+0000,video,RULE YOURSELF | USA WOMENâ€™S GYMNASTICS,8741241286_10153879418956287,33764,112523,NONE,106349,FALSE,FALSE,ranked,2955,FALSE,,
It doesn't matter if it's #SpringTraining or Game 7.   2nd base is always Buster Posey's. #IWILL,https://www.facebook.com/Underarmour/videos/10153868645071287/,https://www.facebook.com/Underarmour/videos/10153868645071287/,2016-02-18T17:36:49+0000,video,Buster Posey: How It Ends,8741241286_10153868645071287,94,490,NONE,481,FALSE,FALSE,ranked,136,FALSE,,
"Fresh gear, new swagger.   The only way to report into #SpringTraining: http://undrarmr.co/1KqJB2c",https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153866982441287/?type=3,https://www.facebook.com/Underarmour/posts/10153866982441287:0,2016-02-17T21:30:03+0000,photo,Timeline Photos,8741241286_10153866982441287,58,600,NONE,590,FALSE,FALSE,ranked,85,FALSE,,
When never missing a workout becomes a badge of honor. #JOMO #RuleYourself,https://www.facebook.com/Underarmour/videos/10153866626826287/,https://www.facebook.com/Underarmour/videos/10153866626826287/,2016-02-17T17:30:54+0000,video,,8741241286_10153866626826287,136,2043,NONE,2017,FALSE,FALSE,ranked,73,FALSE,,
Jump. #GoWhereYouDontBelong #IWILL,https://www.facebook.com/Underarmour/videos/10153864597701287/,https://www.facebook.com/Underarmour/videos/10153864597701287/,2016-02-16T18:06:18+0000,video,,8741241286_10153864597701287,27,197,NONE,195,FALSE,FALSE,ranked,17,FALSE,,
The main attraction is ready to take Centre court. #NBAAllStarTO #PlayForMore,https://www.facebook.com/Underarmour/videos/10153861030151287/,https://www.facebook.com/Underarmour/videos/10153861030151287/,2016-02-14T23:57:42+0000,video,,8741241286_10153861030151287,25,208,NONE,207,FALSE,FALSE,ranked,7,FALSE,,
This game inspires us all.  Stephen Curry tipped off the the NBA Cares Special Olympics Unified Basketball Game and served as an honorary coach.   #PlayForMore,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153860783886287/?type=3,https://www.facebook.com/Underarmour/posts/10153860783886287:0,2016-02-14T21:22:54+0000,photo,Timeline Photos,8741241286_10153860783886287,25,478,NONE,475,FALSE,FALSE,ranked,14,FALSE,,
A homecoming like no other.  Stephen Curry shut down the city & Yorkdale Mall in his return to the 6. #PlayForMore #NBAAllStarTO,https://www.facebook.com/Underarmour/videos/10153860061146287/,https://www.facebook.com/Underarmour/videos/10153860061146287/,2016-02-14T14:11:15+0000,video,Stephen Curry Returns To The 6IX,8741241286_10153860061146287,86,323,NONE,323,FALSE,FALSE,ranked,12,FALSE,,
Flick of the wrist. Take whatâ€™s yours. #PlayForMore  Stephen Curry is ready to go back-to-back as the #FootLockerThree Point Champion.,https://www.facebook.com/Underarmour/videos/10153858918531287/,https://www.facebook.com/Underarmour/videos/10153858918531287/,2016-02-13T23:36:24+0000,video,,8741241286_10153858918531287,15,200,NONE,200,FALSE,FALSE,ranked,9,FALSE,,
Raise your game. #PlayForMore  Will Barton is ready for the #VerizonDunk Contest.,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153858757736287/?type=3,https://www.facebook.com/Underarmour/posts/10153858757736287:0,2016-02-13T22:52:15+0000,photo,Timeline Photos,8741241286_10153858757736287,12,157,NONE,157,FALSE,FALSE,ranked,3,FALSE,,
Another satisfied customer.  Stephen Curry put in a little OT to launch the #NBAAllStarTO #CurryTwo @FootLocker.   On-sale now: undrarmr.co/1TeUmpB,https://www.facebook.com/Underarmour/videos/10153858007371287/,https://www.facebook.com/Underarmour/videos/10153858007371287/,2016-02-13T15:00:00+0000,video,,8741241286_10153858007371287,32,381,NONE,378,FALSE,FALSE,ranked,16,FALSE,,
Make your presence felt. #PlayForMore #BBVARisingStars,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153857250111287/?type=3,https://www.facebook.com/Underarmour/posts/10153857250111287:0,2016-02-13T05:09:53+0000,photo,Timeline Photos,8741241286_10153857250111287,2,154,NONE,154,FALSE,FALSE,ranked,6,FALSE,,
Stephen Curry surprised the youth at Jr. NBA Day and showed them what it means to #PlayForMore. #IWILL,https://www.facebook.com/Underarmour/videos/10153856807576287/,https://www.facebook.com/Underarmour/videos/10153856807576287/,2016-02-12T23:12:13+0000,video,,8741241286_10153856807576287,48,295,NONE,294,FALSE,FALSE,ranked,8,FALSE,,
The Arrival. #NBAAllStarTO  Follow the action on Snapchat at UnderArmour #PlayForMore,https://www.facebook.com/Underarmour/videos/10153856303361287/,https://www.facebook.com/Underarmour/videos/10153856303361287/,2016-02-12T17:50:15+0000,video,,8741241286_10153856303361287,13,140,NONE,136,FALSE,FALSE,ranked,3,FALSE,,
Run the 6. #PlayForMore #NBAAllStarTO,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153855820231287/?type=3,https://www.facebook.com/Underarmour/posts/10153855820231287:0,2016-02-12T13:18:58+0000,photo,Timeline Photos,8741241286_10153855820231287,63,691,NONE,677,FALSE,FALSE,ranked,21,FALSE,,
We're proud to add Granit Xhaka to our team. Welcome to the family! #TeamUA #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153853927961287/?type=3,https://www.facebook.com/Underarmour/posts/10153853927961287:0,2016-02-11T13:24:56+0000,photo,Timeline Photos,8741241286_10153853927961287,5,289,NONE,289,FALSE,FALSE,ranked,5,FALSE,,
Under Armour's first ever FIFA approved match ball. Introducing the Desafio. #SlayYourNextGiant,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153852877531287/?type=3,https://www.facebook.com/Underarmour/posts/10153852877531287:0,2016-02-10T22:30:02+0000,photo,Timeline Photos,8741241286_10153852877531287,19,246,NONE,246,FALSE,FALSE,ranked,9,FALSE,,
They just keep getting better.   The #CurryTwo 'All Star' drops 2/13. #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153851922226287/?type=3,https://www.facebook.com/Underarmour/posts/10153851922226287:0,2016-02-10T14:11:53+0000,photo,Timeline Photos,8741241286_10153851922226287,74,656,NONE,640,FALSE,FALSE,ranked,28,FALSE,,
Nothing like shredding on a Tuesday morning. #gowhereyoudontbelong,https://www.facebook.com/Underarmour/videos/10153849996851287/,https://www.facebook.com/Underarmour/videos/10153849996851287/,2016-02-09T14:33:55+0000,video,,8741241286_10153849996851287,15,119,NONE,117,FALSE,FALSE,ranked,1,FALSE,,
Cover your ground. Danny Trevathan #ProtectThisHouse #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153847094506287/?type=3,https://www.facebook.com/Underarmour/posts/10153847094506287:0,2016-02-08T03:22:44+0000,photo,Timeline Photos,8741241286_10153847094506287,5,193,NONE,192,FALSE,FALSE,ranked,3,FALSE,,
Keepin it in the fam. Stephen Curry #IWILL #SB50,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153847031581287/?type=3,https://www.facebook.com/Underarmour/posts/10153847031581287:0,2016-02-08T02:44:05+0000,photo,Timeline Photos,8741241286_10153847031581287,25,1014,NONE,1006,FALSE,FALSE,ranked,13,FALSE,,
Now the real show begins. #IWILL #SB50,https://www.facebook.com/Underarmour/videos/10153846946971287/,https://www.facebook.com/Underarmour/videos/10153846946971287/,2016-02-08T01:42:46+0000,video,,8741241286_10153846946971287,7,126,NONE,124,FALSE,FALSE,ranked,4,FALSE,,
The President calls this clownin. #IWILL #SB50,https://www.facebook.com/Underarmour/videos/10153846863096287/,https://www.facebook.com/Underarmour/videos/10153846863096287/,2016-02-08T00:43:38+0000,video,,8741241286_10153846863096287,67,843,NONE,840,FALSE,FALSE,ranked,23,FALSE,,
The President of the Carolina Panthers fan club is _Ÿ”’ in. #IWILL #SB50,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153846766461287/?type=3,https://www.facebook.com/Underarmour/posts/10153846766461287:0,2016-02-07T23:50:49+0000,photo,Timeline Photos,8741241286_10153846766461287,106,2612,NONE,2607,FALSE,FALSE,ranked,27,FALSE,,
12th man ready to pound. Stephen Curry #IWLL #SB50,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153846682521287/?type=3,https://www.facebook.com/Underarmour/posts/10153846682521287:0,2016-02-07T22:48:20+0000,photo,Timeline Photos,8741241286_10153846682521287,23,258,NONE,256,FALSE,FALSE,ranked,1,FALSE,,
Whippin' up a healthy pre-game meal for the Carolina Panthers Panthers. #ChefCurry #SB50,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153846615636287/?type=3,https://www.facebook.com/Underarmour/posts/10153846615636287:0,2016-02-07T21:59:16+0000,photo,Timeline Photos,8741241286_10153846615636287,28,539,NONE,536,FALSE,FALSE,ranked,3,FALSE,,
"Overpromise & Deliver. #CAMVP  Congrats, @CamNewton. 2015 AP @NFL MVP.  Hit the link to listen to the full track of @Jeezyâ€™s â€˜Hit Umâ€™ http://undrarmr.co/1RegWi3",https://www.facebook.com/Underarmour/videos/10153845212326287/,https://www.facebook.com/Underarmour/videos/10153845212326287/,2016-02-07T04:44:00+0000,video,Cam Newton | 2015 AP NFL MVP,8741241286_10153845212326287,11485,27684,NONE,27680,FALSE,FALSE,ranked,846,FALSE,,
Time to shine. #CAMVP  The LTE Gold C1N MVP cleat is engineered for Cam Newton to kick the door down.  Get your signed pair NOW. Call 888-266-4630 to place your order.,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153845146681287/?type=3,https://www.facebook.com/Underarmour/posts/10153845146681287:0,2016-02-07T03:45:54+0000,photo,Timeline Photos,8741241286_10153845146681287,67,415,NONE,411,FALSE,FALSE,ranked,10,FALSE,,
,https://www.facebook.com/Underarmour/photos/a.10150734632601287.459672.8741241286/10153845096136287/?type=3,https://www.facebook.com/Underarmour/posts/10153845096361287,2016-02-07T02:57:08+0000,photo,Under Armour's cover photo,8741241286_10153845096136287,27,298,NONE,298,FALSE,FALSE,ranked,2,FALSE,,
"Tonight, we teamed up with the Golden State Warriors & Stephen Curry to surprise a row of fans with signed pairs of #CurryTwo 'Haight Street'.",https://www.facebook.com/Underarmour/photos/a.10152521975821287.1073741932.8741241286/10153844991001287/?type=3,https://www.facebook.com/Underarmour/posts/10153844992421287,2016-02-07T01:43:59+0000,photo,Photos from Under Armour's post,8741241286_10153844992421287,79,651,NONE,641,FALSE,FALSE,ranked,23,FALSE,,
Wise words from Cam Newton: Keep your cool. #IWILL #SB50,https://www.facebook.com/Underarmour/videos/10153844566981287/,https://www.facebook.com/Underarmour/videos/10153844566981287/,2016-02-06T22:12:23+0000,video,,8741241286_10153844566981287,21,169,NONE,169,FALSE,FALSE,ranked,4,FALSE,,
The IT factor will be in full force tomorrow. #IWILL #SB50,https://www.facebook.com/Underarmour/videos/10153844205336287/,https://www.facebook.com/Underarmour/videos/10153844205336287/,2016-02-06T18:18:00+0000,video,,8741241286_10153844205336287,43,118,NONE,118,FALSE,FALSE,ranked,2,FALSE,,
"Hey Stephen Curry, it's harder with a football. #IWILL #SB50",https://www.facebook.com/Underarmour/videos/10153842374901287/,https://www.facebook.com/Underarmour/videos/10153842374901287/,2016-02-06T02:34:59+0000,video,,8741241286_10153842374901287,35,265,NONE,265,FALSE,FALSE,ranked,6,FALSE,,
Check out Part II of the behind-the-scenes of Jeezy's #SuperCam inspired track. Drops tomorrow on SoundCloud. #IWILL #SB50,https://www.facebook.com/Underarmour/videos/10153841979291287/,https://www.facebook.com/Underarmour/videos/10153841979291287/,2016-02-05T23:20:53+0000,video,Behind The Scenes Part II,8741241286_10153841979291287,30,110,NONE,109,FALSE,FALSE,ranked,5,FALSE,,
Time to cash in. #IWILL #SB50,https://www.facebook.com/Underarmour/videos/10153840752001287/,https://www.facebook.com/Underarmour/videos/10153840752001287/,2016-02-05T16:08:57+0000,video,The Guarantee,8741241286_10153840752001287,155,321,NONE,321,FALSE,FALSE,ranked,14,FALSE,,
Team UA - Head2Head. #SB50 #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153840639956287/?type=3,https://www.facebook.com/Underarmour/posts/10153840639956287:0,2016-02-05T15:20:09+0000,photo,Timeline Photos,8741241286_10153840639956287,16,491,NONE,491,FALSE,FALSE,ranked,4,FALSE,,
What happened when Cam Newton stayed out after curfew. #TBT #IWILL,https://www.facebook.com/Underarmour/videos/10153838806571287/,https://www.facebook.com/Underarmour/videos/10153838806571287/,2016-02-05T02:00:00+0000,video,Cam's Night Out,8741241286_10153838806571287,276,1324,NONE,1318,FALSE,FALSE,ranked,36,FALSE,,
*Item not available in The White House gift shop.,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153838440091287/?type=3,https://www.facebook.com/Underarmour/posts/10153838440091287:0,2016-02-04T21:11:18+0000,photo,Timeline Photos,8741241286_10153838440091287,6,256,NONE,255,FALSE,FALSE,ranked,4,FALSE,,
Jeezy puts on for his city and friends.   He created this exclusive track for Cam Newton.   Get a sneak peek now. #BTS,https://www.facebook.com/Underarmour/videos/10153838044831287/,https://www.facebook.com/Underarmour/videos/10153838044831287/,2016-02-04T17:02:10+0000,video,UNDER ARMOUR PRESENTS JEEZY'S CAM NEWTON INSPIRED TRACK â€˜HIT U...,8741241286_10153838044831287,1796,5310,NONE,5310,FALSE,FALSE,ranked,180,FALSE,,
"""I want to be the best player in this league. Not from game 1 but from practice 1."" - Cam Newton #RuleYourself #IWILL",https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153835785021287/?type=3,https://www.facebook.com/Underarmour/posts/10153835785021287:0,2016-02-03T20:52:54+0000,photo,Timeline Photos,8741241286_10153835785021287,28,1040,NONE,1036,FALSE,FALSE,ranked,11,FALSE,,
One goal: Be the best. Defeat the rest. #RuleYourself #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153833013156287/?type=3,https://www.facebook.com/Underarmour/posts/10153833013156287:0,2016-02-02T16:46:08+0000,photo,Timeline Photos,8741241286_10153833013156287,16,242,NONE,242,FALSE,FALSE,ranked,5,FALSE,,
It's going to be real niceeeeee tonight on ESPNU at 10:30. #IWILL,https://www.facebook.com/Underarmour/videos/10153829646731287/,https://www.facebook.com/Underarmour/videos/10153829646731287/,2016-02-01T01:16:03+0000,video,All Eyes On Us Teaser,8741241286_10153829646731287,5,110,NONE,110,FALSE,FALSE,ranked,1,FALSE,,
"First, we changed how athletes dress. Today, we change how athletes live. Get your UA HealthBox now: http://undrarmr.co/1Pnzb3r",https://www.facebook.com/Underarmour/videos/10153826414206287/,https://www.facebook.com/Underarmour/videos/10153826414206287/,2016-01-30T14:52:06+0000,video,UA HealthBox,8741241286_10153826414206287,47,239,NONE,237,FALSE,FALSE,ranked,12,FALSE,,
Challenge complete.     Next stage: Finals     #IWILL #AusOpen,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153823815766287/?type=3,https://www.facebook.com/Underarmour/posts/10153823815766287:0,2016-01-29T12:47:46+0000,photo,Timeline Photos,8741241286_10153823815766287,30,211,NONE,211,FALSE,FALSE,ranked,6,FALSE,,
â€œCanâ€™t teach that!â€ù  When Tom met Cam back in 2011 before Cameron Newtonâ€™s first snap in the NFL. #TBT #IWILL,https://www.facebook.com/Underarmour/videos/10153822556801287/,https://www.facebook.com/Underarmour/videos/10153822556801287/,2016-01-28T17:43:46+0000,video,When Cam Newton Met Tom Brady,8741241286_10153822556801287,286,1213,NONE,1212,FALSE,FALSE,ranked,39,FALSE,,
One step closer to the crown. #IWILL #AusOpen,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153820323336287/?type=3,https://www.facebook.com/Underarmour/posts/10153820323336287:0,2016-01-27T15:30:32+0000,photo,Timeline Photos,8741241286_10153820323336287,17,468,NONE,468,FALSE,FALSE,ranked,6,FALSE,,
The game slows down for the great ones. #IWILL,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10153819015831287/?type=3,https://www.facebook.com/Underarmour/posts/10153819015831287:0,2016-01-26T23:39:53+0000,photo,Timeline Photos,8741241286_10153819015831287,18,244,NONE,243,FALSE,FALSE,ranked,2,FALSE,,
