message,link,permalink_url,created_time,type,name,id,share/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,,
"Coming off back-to-back Diamond League first place finishes, Canadian Sprinter Andre De Grasse's momentum is undeniable. We managed to catch him on the track. See more on PUMA Running.",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154349424153216/?type=3,https://www.facebook.com/PUMA/posts/10154349424153216:0,2016-07-07T12:52:05+0000,photo,Timeline Photos,56470448215_10154349424153216,14,175,NONE,171,FALSE,FALSE,ranked,6,FALSE,,
Reinvent smooth with authentic swagger. The #Suede worn by Kylie Jenner .,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154347019023216/?type=3,https://www.facebook.com/PUMA/posts/10154347019023216:0,2016-07-06T12:37:04+0000,photo,Timeline Photos,56470448215_10154347019023216,66,1313,NONE,1250,FALSE,FALSE,ranked,37,FALSE,,
"In ‰Û÷68, an icon was born. Today, game-changers are still lacing up in the Suede. Like Kylie Jenner .",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154341870798216/?type=3,https://www.facebook.com/PUMA/posts/10154341870798216:0,2016-07-04T12:00:06+0000,photo,Timeline Photos,56470448215_10154341870798216,188,3675,NONE,3478,FALSE,FALSE,ranked,93,FALSE,,
The Clyde: Inspired by a legend. Ready for your rise to fame. Pairs are numbered 1 to 759 to commemorate the number of basketball games Walt 'Clyde' Frazier played for New York.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154337649603216/?type=3,https://www.facebook.com/PUMA/posts/10154337649603216:0,2016-07-02T16:58:03+0000,photo,Timeline Photos,56470448215_10154337649603216,56,532,NONE,499,FALSE,FALSE,ranked,8,FALSE,,
Slip on. Step out. The Fur Slide designed by Rihanna is back. Get them while you can at PUMA.com/Rihanna. #FENTYxPUMA,http://puma.com/Rihanna,https://www.facebook.com/PUMA/posts/10154311084438216,2016-07-01T14:00:00+0000,link,PUMA,56470448215_10154311084438216,328,277,NONE,250,FALSE,FALSE,ranked,8,FALSE,,
"In good company. On-stage, the women of New York City Ballet are some of the most highly trained, elite artists in the world. Off-stage, they are talented athletes who train and rehearse up to 12 hours a day. And now, they‰Ûªre partnering with PUMA to be #ForeverFaster.",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154327040793216/?type=3,https://www.facebook.com/PUMA/posts/10154327040793216:0,2016-06-28T14:00:06+0000,photo,Timeline Photos,56470448215_10154327040793216,32,242,NONE,227,FALSE,FALSE,ranked,5,FALSE,,
Disc Sleeve IGNITE Knit. Turn on the fit. Turn up the style. #TurnItOn,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154322277678216/?type=3,https://www.facebook.com/PUMA/posts/10154322277678216:0,2016-06-26T15:48:05+0000,photo,Timeline Photos,56470448215_10154322277678216,43,490,NONE,466,FALSE,FALSE,ranked,9,FALSE,,
Put your game face on. Get it done. #ForeverFaster,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154316399088216/?type=3,https://www.facebook.com/PUMA/posts/10154316399088216:0,2016-06-24T14:45:05+0000,photo,Timeline Photos,56470448215_10154316399088216,20,208,NONE,197,FALSE,FALSE,ranked,4,FALSE,,
"Every Wednesday, the members of Hong Kong run crew SD Runners come together for their Wednesday night runs. See them #IGNITEHK on PUMA Running.",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154310012283216/?type=3,https://www.facebook.com/PUMA/posts/10154310012283216:0,2016-06-22T12:41:06+0000,photo,Timeline Photos,56470448215_10154310012283216,12,232,NONE,221,FALSE,FALSE,ranked,6,FALSE,,
Unleash your inner hero. PUMA x Superman‰ã¢. PUMA.com,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154305039863216/?type=3,https://www.facebook.com/PUMA/posts/10154305039863216:0,2016-06-20T15:23:03+0000,photo,Timeline Photos,56470448215_10154305039863216,14,296,NONE,280,FALSE,FALSE,ranked,12,FALSE,,
"When the kicks look like this, it‰Ûªs easy to follow in Dad‰Ûªs footsteps.",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154302330683216/?type=3,https://www.facebook.com/PUMA/posts/10154302330683216:0,2016-06-19T16:00:06+0000,photo,Timeline Photos,56470448215_10154302330683216,62,438,NONE,406,FALSE,FALSE,ranked,16,FALSE,,
Turn up the volume. #CHOOSETRICKS PUMA.com/TRICKS,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154296421603216/?type=3,https://www.facebook.com/PUMA/posts/10154296421603216:0,2016-06-17T12:22:04+0000,photo,Timeline Photos,56470448215_10154296421603216,33,392,NONE,376,FALSE,FALSE,ranked,10,FALSE,,
A style that has been kicking it since the '60s - revamped with a floral formstrip. The PUMA Suede. PUMA.com,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154291249728216/?type=3,https://www.facebook.com/PUMA/posts/10154291249728216:0,2016-06-15T14:22:05+0000,photo,Timeline Photos,56470448215_10154291249728216,2170,28002,NONE,26291,FALSE,FALSE,ranked,308,FALSE,,
The Trainer by Rihanna is back. Same fearless design. New bold color. Dropping today at PUMA.com/Rihanna. #FENTYxPUMA,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154291206508216/?type=3,https://www.facebook.com/PUMA/posts/10154291206508216:0,2016-06-15T14:00:08+0000,photo,Timeline Photos,56470448215_10154291206508216,93,521,NONE,479,FALSE,FALSE,ranked,34,FALSE,,
Ready. Set. Extra rep. #ForeverFaster,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154278279558216/?type=3,https://www.facebook.com/PUMA/posts/10154278279558216:0,2016-06-10T14:45:07+0000,photo,Timeline Photos,56470448215_10154278279558216,18,238,NONE,235,FALSE,FALSE,ranked,7,FALSE,,
A classic never goes out of style. The PUMA Suede. PUMA.com,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154272905173216/?type=3,https://www.facebook.com/PUMA/posts/10154272905173216:0,2016-06-08T15:20:04+0000,photo,Timeline Photos,56470448215_10154272905173216,98,672,NONE,628,FALSE,FALSE,ranked,26,FALSE,,
Football inspiration. Street-ready look. The Turin available at PUMA.com.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154249984103216/?type=3,https://www.facebook.com/PUMA/posts/10154249984103216:0,2016-05-30T14:26:04+0000,photo,Timeline Photos,56470448215_10154249984103216,67,602,NONE,567,FALSE,FALSE,ranked,23,FALSE,,
Designed with your workout in mind. #ForeverFierce PUMA.com/Training,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154247497533216/?type=3,https://www.facebook.com/PUMA/posts/10154247497533216:0,2016-05-29T14:40:05+0000,photo,Timeline Photos,56470448215_10154247497533216,27,394,NONE,364,FALSE,FALSE,ranked,17,FALSE,,
The Creeper is back in all new colors. Rihanna continues to add edge to a classic style. Get them before they are gone at PUMA.com/Rihanna. #FENTYxPUMA,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154240152308216/?type=3,https://www.facebook.com/PUMA/posts/10154240152308216:0,2016-05-26T14:00:08+0000,photo,Timeline Photos,56470448215_10154240152308216,59,423,NONE,377,FALSE,FALSE,ranked,40,FALSE,,
Three events. One goal. Usain Bolt trains for victory. See more of his #ForeverFaster training at PUMA Training.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154240122463216/?type=3,https://www.facebook.com/PUMA/posts/10154240122463216:0,2016-05-26T13:44:05+0000,photo,Timeline Photos,56470448215_10154240122463216,270,20219,NONE,19982,FALSE,FALSE,ranked,37,FALSE,,
We are THE Arsenal. Introducing the 2016/2017 Home Kit. Check it out at PUMA.com/Arsenal.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154231906408216/?type=3,https://www.facebook.com/PUMA/posts/10154231906408216:0,2016-05-23T08:10:04+0000,photo,Timeline Photos,56470448215_10154231906408216,1932,106192,NONE,103309,FALSE,FALSE,ranked,1499,FALSE,,
Suit up. It is time to conquer the week.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154229887563216/?type=3,https://www.facebook.com/PUMA/posts/10154229887563216:0,2016-05-22T13:22:05+0000,photo,Timeline Photos,56470448215_10154229887563216,19,324,NONE,314,FALSE,FALSE,ranked,3,FALSE,,
"Take your after gym glow to another level, courtesy of Fierce Shine. #ForeverFierce PUMA.com/Training",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154227442993216/?type=3,https://www.facebook.com/PUMA/posts/10154227442993216:0,2016-05-21T14:42:05+0000,photo,Timeline Photos,56470448215_10154227442993216,48,620,NONE,600,FALSE,FALSE,ranked,14,FALSE,,
Bold enough? Turn up the volume with Olivier Giroud and evoPOWER. #CHOOSETRICKS,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154222781068216/?type=3,https://www.facebook.com/PUMA/posts/10154222781068216:0,2016-05-19T18:07:04+0000,photo,Timeline Photos,56470448215_10154222781068216,15,318,NONE,313,FALSE,FALSE,ranked,8,FALSE,,
"You asked, Rihanna delivered. The Creeper is back and bolder than ever in three new colors. Coming May 26 to PUMA.com/Rihanna. #FENTYxPUMA",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154219496518216/?type=3,https://www.facebook.com/PUMA/posts/10154219496518216:0,2016-05-18T15:00:05+0000,photo,Timeline Photos,56470448215_10154219496518216,704,1861,NONE,1671,FALSE,FALSE,ranked,133,FALSE,,
Take it to the gym or the street. Go the distance with the Flexracer. PUMA.com,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154210099468216/?type=3,https://www.facebook.com/PUMA/posts/10154210099468216:0,2016-05-14T13:20:04+0000,photo,Timeline Photos,56470448215_10154210099468216,61,615,NONE,591,FALSE,FALSE,ranked,23,FALSE,,
Run to new heights in the city of gold. We #IGNITEDXB on PUMA Running.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154208059488216/?type=3,https://www.facebook.com/PUMA/posts/10154208059488216:0,2016-05-13T15:15:06+0000,photo,Timeline Photos,56470448215_10154208059488216,11,188,NONE,182,FALSE,FALSE,ranked,10,FALSE,,
Get ready to step it up. Again. Three new Creeper styles by Rihanna drop May 26. The countdown to more #FENTYxPUMA starts now.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154206107663216/?type=3,https://www.facebook.com/PUMA/posts/10154206107663216:0,2016-05-12T18:15:05+0000,photo,Timeline Photos,56470448215_10154206107663216,18,296,NONE,271,FALSE,FALSE,ranked,14,FALSE,,
Train for faster with triple threat Jenna Prandini on PUMA Training.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154188959368216/?type=3,https://www.facebook.com/PUMA/posts/10154188959368216:0,2016-05-05T14:21:09+0000,photo,Timeline Photos,56470448215_10154188959368216,28,221,NONE,210,FALSE,FALSE,ranked,20,FALSE,,
evoSPEED or evoPOWER? Take your pick and play loud. #CHOOSETRICKS,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154181699403216/?type=3,https://www.facebook.com/PUMA/posts/10154181699403216:0,2016-05-02T13:00:06+0000,photo,Timeline Photos,56470448215_10154181699403216,25,317,NONE,312,FALSE,FALSE,ranked,10,FALSE,,
Add this to your list of gym essentials. The Fierce Shine is available on PUMA.com/Fierce. #ForeverFierce,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154179350953216/?type=3,https://www.facebook.com/PUMA/posts/10154179350953216:0,2016-05-01T15:00:07+0000,photo,Timeline Photos,56470448215_10154179350953216,76,572,NONE,534,FALSE,FALSE,ranked,22,FALSE,,
Eyes on: gold. Training: at it's peak. American sprinter Jenna Prandini is training for faster this summer. Try to catch her on PUMA Running.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154176853538216/?type=3,https://www.facebook.com/PUMA/posts/10154176853538216:0,2016-04-30T15:14:07+0000,photo,Timeline Photos,56470448215_10154176853538216,7,158,NONE,153,FALSE,FALSE,ranked,4,FALSE,,
Never stop playing when you #CHOOSETRICKS. PUMA.com/Tricks,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154171872358216/?type=3,https://www.facebook.com/PUMA/posts/10154171872358216:0,2016-04-28T12:50:08+0000,photo,Timeline Photos,56470448215_10154171872358216,11,379,NONE,374,FALSE,FALSE,ranked,9,FALSE,,
"Zip it up, brush it off, and go. #ForeverFierce Kylie Jenner",http://i.giphy.com/26AHJO0EQGhuAJRjW.gif,https://www.facebook.com/PUMA/posts/10154169750663216,2016-04-27T15:05:00+0000,link,i.giphy.com,56470448215_10154169750663216,26,677,NONE,639,FALSE,FALSE,ranked,20,FALSE,,
Calling all beach runners. Confront your limits. #WorldRun,https://www.facebook.com/PUMA/videos/10154167716148216/,https://www.facebook.com/PUMA/videos/10154167716148216/,2016-04-26T15:10:06+0000,video,,56470448215_10154167716148216,46,1027,NONE,1010,FALSE,FALSE,ranked,14,FALSE,,
A high bootie construction for support when you're pushing your booty beyond its limits. #ForeverFierce,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154165527113216/?type=3,https://www.facebook.com/PUMA/posts/10154165527113216:0,2016-04-25T15:20:07+0000,photo,Timeline Photos,56470448215_10154165527113216,59,570,NONE,541,FALSE,FALSE,ranked,18,FALSE,,
The latest and brightest Tricks are here. Play loud with Suede Tricks Jr. #CHOOSETRICKS,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154163013158216/?type=3,https://www.facebook.com/PUMA/posts/10154163013158216:0,2016-04-24T13:35:06+0000,photo,Timeline Photos,56470448215_10154163013158216,42,473,NONE,455,FALSE,FALSE,ranked,19,FALSE,,
Kylie Jenner has been #ForeverFierce since the day she was born. Like if you agree.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154160774458216/?type=3,https://www.facebook.com/PUMA/posts/10154160774458216:0,2016-04-23T14:35:06+0000,photo,Timeline Photos,56470448215_10154160774458216,39,478,NONE,446,FALSE,FALSE,ranked,21,FALSE,,
"Warm, fuzzy, and forever unapologetic. The third style to unleash from the #FENTYxPUMA collection is here. The Fur Slide designed by Rihanna. Do not let these slip away. PUMA.com/Rihanna",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154158251463216/?type=3,https://www.facebook.com/PUMA/posts/10154158251463216:0,2016-04-22T14:00:06+0000,photo,Timeline Photos,56470448215_10154158251463216,53,551,NONE,514,FALSE,FALSE,ranked,29,FALSE,,
