message,link,permalink_url,created_time,type,name,id,share/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,,
Breathable warmth. Versatile design.  The men's Tech Fleece Aeroloft Windrunner: swoo.sh/1xaoLuP #techpack,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152942989634114/?type=3,https://www.facebook.com/nikesportswear/posts/10152942989834114:0,2014-12-31T17:02:03+0000,photo,Timeline Photos,20825389113_10152942989634114,24,1083,NONE,1083,FALSE,FALSE,chronological,21,FALSE,,
All Black. All Mamba.   The Kobe 9 KRM EXT drops December 31: swoo.sh/1JP4AYK,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152918765029114/?type=3,https://www.facebook.com/nikesportswear/posts/10152918765094114:0,2014-12-23T17:22:33+0000,photo,Timeline Photos,20825389113_10152918765029114,95,2833,NONE,2832,FALSE,FALSE,chronological,44,FALSE,,
Bug out for Air Max.  The Air Max Kabutomushi Collection arrives December 27: swoo.sh/13y94lo #airmax,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152917297259114/?type=3,https://www.facebook.com/nikesportswear/posts/10152917297289114:0,2014-12-23T00:57:03+0000,photo,Timeline Photos,20825389113_10152917297259114,134,3842,NONE,3841,FALSE,FALSE,chronological,42,FALSE,,
Celebrate the Longhorn State.  The KD 7 EXT lands January 9: swoo.sh/1uXXhmD,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152907555059114/?type=3,https://www.facebook.com/nikesportswear/posts/10152907555184114:0,2014-12-18T23:59:28+0000,photo,Timeline Photos,20825389113_10152907555059114,91,2141,NONE,2141,FALSE,FALSE,chronological,44,FALSE,,
Blend in to stand out.   The Nike Tech Fleece Camo Pant lands December 19: swoo.sh/1zAkW1F #techpack,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152906306254114/?type=3,https://www.facebook.com/nikesportswear/posts/10152906306429114:0,2014-12-18T17:23:48+0000,photo,Timeline Photos,20825389113_10152906306254114,10,833,NONE,833,FALSE,FALSE,chronological,19,FALSE,,
"They talked the talk, so you can walk the walk.  The Air Flight Huarache PRM lands December 18: swoo.sh/1wCFUgu",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152901486874114/?type=3,https://www.facebook.com/nikesportswear/posts/10152901486949114:0,2014-12-16T17:07:31+0000,photo,Timeline Photos,20825389113_10152901486874114,100,2509,NONE,2509,FALSE,FALSE,chronological,45,FALSE,,
"Strike the pavement in red. The Kobe 9 KRM EXT arrives in Challenge Red KRM, embodying the venomous Red Viper.  Available December 19: http://www.nike.com/us/en_us/launch/c/2014-12/kobe-9-krm-ext-challenge-red",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152895932554114/?type=3,https://www.facebook.com/nikesportswear/posts/10152895933394114:0,2014-12-14T04:17:45+0000,photo,Timeline Photos,20825389113_10152895932554114,69,2097,NONE,2096,FALSE,FALSE,chronological,44,FALSE,,
Subdued legends. Three iconic trainers are re-imagined in the Air Trainer Collection.   Available December 13: swoo.sh/1wvW39a,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152886584654114/?type=3,https://www.facebook.com/nikesportswear/posts/10152886584729114:0,2014-12-09T20:33:32+0000,photo,Timeline Photos,20825389113_10152886584654114,69,2297,NONE,2297,FALSE,FALSE,chronological,36,FALSE,,
"Comfort for the culture. The Dunk CMFT PRM is back in a retooled silhouette, celebrating iconic 90s culture.  Available at nike.com/sportswear and select retailers December 13.",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152878770879114/?type=3,https://www.facebook.com/nikesportswear/posts/10152878770994114:0,2014-12-06T18:38:57+0000,photo,Timeline Photos,20825389113_10152878770879114,88,2790,NONE,2790,FALSE,FALSE,chronological,31,FALSE,,
Suited for the season.   The KD VII Lifestyle lands December 6: swoo.sh/1HVFBCi,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152870408094114/?type=3,https://www.facebook.com/nikesportswear/posts/10152870408179114:0,2014-12-02T17:59:30+0000,photo,Timeline Photos,20825389113_10152870408094114,149,3273,NONE,3272,FALSE,FALSE,chronological,71,FALSE,,
"Elevated icon. The women's Dunk Sky Hi SneakerBoot flaunts a water-resistant upper and striking accents to stay warm, dry and seen.   Available now: http://swoo.sh/1vHnPdK #sneakerboots",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152857644264114/?type=3,https://www.facebook.com/nikesportswear/posts/10152857644329114:0,2014-11-26T16:56:30+0000,photo,Timeline Photos,20825389113_10152857644264114,124,1102,NONE,1097,FALSE,FALSE,chronological,50,FALSE,,
"For Hotaru Yamaguchi, the moments that precede his matches are not just about the sportâ€”they are about achieving a state of mind that will allow him to unleash the rawness of his passion and force the game to bend at his will.",https://www.facebook.com/nikesportswear/photos/a.10152854195519114.1073741967.20825389113/10152854195524114/?type=3,,2014-11-25T00:00:55+0000,photo,Hotaru Yamaguchi: Mind Games,20825389113_10152854195524114,9,49,NONE,49,FALSE,FALSE,chronological,2,FALSE,,
Holiday jacquard. The Lunar Force 1 is updated with a decorative wool jacquard upper this holiday season.   Arriving at nike.com/sportswear and select retailers November 29.,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152848909164114/?type=3,https://www.facebook.com/nikesportswear/posts/10152848909249114:0,2014-11-22T17:01:32+0000,photo,Timeline Photos,20825389113_10152848909164114,88,2806,NONE,2805,FALSE,FALSE,chronological,22,FALSE,,
C.Y. Lee's rise toward footballâ€™s most elite level carries with it the promise of a new era for the global game.,https://www.facebook.com/nikesportswear/photos/a.10152845395394114.1073741966.20825389113/10152845395414114/?type=3,,2014-11-20T23:01:20+0000,photo,C.Y. Lee: Ready For Showtime,20825389113_10152845395414114,9,35,NONE,35,FALSE,FALSE,chronological,3,FALSE,,
Live the lifestyle.   The latest KD VII Lifestyle lands November 22 at nike.com/sportswear and select retailers: swoo.sh/1xCgdM5,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152833609709114/?type=3,https://www.facebook.com/nikesportswear/posts/10152833609734114:0,2014-11-15T17:42:03+0000,photo,Timeline Photos,20825389113_10152833609709114,96,2201,NONE,2201,FALSE,FALSE,chronological,40,FALSE,,
Inspired by the original casual collection.  The Escape Pack lands this month on nike.com/sportswear and at select retailers: swoo.sh/1173N2Z,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152831946334114/?type=3,https://www.facebook.com/nikesportswear/posts/10152831946379114:0,2014-11-14T21:08:34+0000,photo,Timeline Photos,20825389113_10152831946334114,32,994,NONE,994,FALSE,FALSE,chronological,12,FALSE,,
"Winter fresh. The men's LunarFresh SneakerBoot returns in a new colorway, sporting a water-resistant upper and dynamic Lunarlon cushioning.  Available now at swoo.sh/13F66fv and select retailers. #sneakerboots",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152827759874114/?type=3,https://www.facebook.com/nikesportswear/posts/10152827759924114:0,2014-11-12T18:52:02+0000,photo,Timeline Photos,20825389113_10152827759874114,165,2931,NONE,2931,FALSE,FALSE,chronological,39,FALSE,,
"Featuring a waterproof upper, reflective accents and dynamic Nike Air cushioning, the Air Max 1 SneakerBoot is here to keep you warm, dry and seen all season.  Available now at nike.com/sportswear and select retailers. #sneakerboots",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152825840359114/?type=3,https://www.facebook.com/nikesportswear/posts/10152825840434114:0,2014-11-11T18:49:33+0000,photo,Timeline Photos,20825389113_10152825840359114,147,2740,NONE,2740,FALSE,FALSE,chronological,35,FALSE,,
Bo and arrows.  The all new Air Trainer SC II hits November 15 on nike.com/sportswear and select retailers worldwide.,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152819544444114/?type=3,https://www.facebook.com/nikesportswear/posts/10152819544579114:0,2014-11-08T18:52:32+0000,photo,Timeline Photos,20825389113_10152819544444114,150,3618,NONE,3617,FALSE,FALSE,chronological,56,FALSE,,
Lightweight fleece meets insulated Aeroloft to deliver breathable warmth all winter in the Nike Tech Fleece Aeroloft Collection.  Available now at nike.com/sportswear and select retailers. #techpack,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152815610444114/?type=3,https://www.facebook.com/nikesportswear/posts/10152815610549114:0,2014-11-06T17:37:33+0000,photo,Timeline Photos,20825389113_10152815610444114,15,781,NONE,781,FALSE,FALSE,chronological,13,FALSE,,
"On the court, Paul George has always been a player to watch. But when he switched up his life off court - he became the superstar that no one saw coming.",https://www.facebook.com/nikesportswear/photos/a.10152813824899114.1073741965.20825389113/10152813825049114/?type=3,https://www.facebook.com/nikesportswear/posts/10152813846549114,2014-11-05T19:28:26+0000,photo,Paul George: Transition Game,20825389113_10152813825049114,11,38,NONE,38,FALSE,FALSE,ranked,0,FALSE,,
Roll with warmth. The women's Roshe Run Hi SneakerBoot blends a water-resistant upper and synthetic fur lining on a striking winter silhouette.   Available now at nike.com/sportswear and select retailers. #sneakerboots,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152811674904114/?type=3,https://www.facebook.com/nikesportswear/posts/10152811675004114:0,2014-11-04T17:59:00+0000,photo,Timeline Photos,20825389113_10152811674904114,38,758,NONE,757,FALSE,FALSE,chronological,21,FALSE,,
Wild comfort. The classic Dunk is reconstructed with enhanced cushioning and crocodile-inspired details on the Dunk Comfort Premium.  Explore the Dunk Comfort Premium: http://swoo.sh/10cuZwu,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152805296259114/?type=3,https://www.facebook.com/nikesportswear/posts/10152805296364114:0,2014-11-01T19:08:32+0000,photo,Timeline Photos,20825389113_10152805296259114,82,2581,NONE,2581,FALSE,FALSE,chronological,30,FALSE,,
"Blending style and heritage, four classic silhouettes are decorated in Belmont Ivy patterns in the womenâ€™s Liberty Pack.  Available on nike.com/sportswear and at select retailers this November.",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152795597639114/?type=3,https://www.facebook.com/nikesportswear/posts/10152795597719114:0,2014-10-28T16:58:57+0000,photo,Timeline Photos,20825389113_10152795597639114,64,2617,NONE,2614,FALSE,FALSE,chronological,32,FALSE,,
"Flax on. Three iconic silhouettes have been brushed in premium, flax-colored suede for the fall. Coming November 1.   Explore the Flax Collection: swoo.sh/12Sn2Pc",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152793191914114/?type=3,https://www.facebook.com/nikesportswear/posts/10152793191939114:0,2014-10-27T16:12:31+0000,photo,Timeline Photos,20825389113_10152793191914114,175,4000,NONE,3998,FALSE,FALSE,chronological,81,FALSE,,
,https://www.facebook.com/nikesportswear/photos/a.10150637657339114.413451.20825389113/10152793083204114/?type=3,https://www.facebook.com/nikesportswear/posts/10152793083559114,2014-10-27T15:13:16+0000,photo,Nike Sportswear's cover photo,20825389113_10152793083204114,21,652,NONE,651,FALSE,FALSE,chronological,13,FALSE,,
"New season. New Tech Pack. Introducing Tech Fleece Aeroloft.   Constructed with featherweight ripstop nylon, Tech Fleece Aeroloft employs an 800-fill insulated vest to provide breathable warmth all season. Available October 27.    Explore Tech Fleece Aeroloft: http://nike.com/sportswear",https://www.facebook.com/nikesportswear/photos/a.10152787173404114.1073741964.20825389113/10152787173409114/?type=3,,2014-10-24T20:26:42+0000,photo,Introducing Tech Fleece Aeroloft: Breathable Warmth,20825389113_10152787173409114,42,54,NONE,54,FALSE,FALSE,chronological,6,FALSE,,
Introducing Nike Tech Fleece Aeroloft. Designed for breathable warmth. Engineered to the exact specifications of championship athletes.   Coming October 27 to nike.com/sportswear and select Nike Sportswear retailers worldwide.,https://www.facebook.com/nikesportswear/videos/10152784447129114/,https://www.facebook.com/nikesportswear/videos/10152784447129114/,2014-10-23T16:17:06+0000,video,Nike Sportswear Presents: Holiday 2014 Tech Fleece Aeroloft,20825389113_10152784447129114,51,486,NONE,486,FALSE,FALSE,chronological,19,FALSE,,
Reflect fall. The Internationalist Mid arrives in four new reflective colorways inspired by fall's vibrant backdrop.   Available on nike.com/sportswear and at select retailers November 14th.  Explore more here: swoo.sh/1sGVTHf,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152779829919114/?type=3,https://www.facebook.com/nikesportswear/posts/10152779830564114:0,2014-10-21T16:08:49+0000,photo,Timeline Photos,20825389113_10152779829919114,106,3333,NONE,3333,FALSE,FALSE,chronological,38,FALSE,,
"Long before Italyâ€™s Canavaro lifted the cup in Berlin in 2006, the city has been a part of Nike F.Câ€™s legendary history. The concrete, small-sided pitches that are a signature of Berlinâ€™s parks are where Nike F.C. members Kevin Prince and JÃ©rÃ´me Boateng honed their now-famed skills. The notoriously combative striker and his brotherâ€”the rock-solid defender who recently hoisted the cup in Brasil - the unforgiving surface gave them an edge that grass couldn't.   Explore the latest Nike F.C Collection: http://nike.com/nikefc",https://www.facebook.com/nikesportswear/photos/a.10152769270504114.1073741963.20825389113/10152769270514114/?type=3,,2014-10-16T17:27:26+0000,photo,Welcome to Nike F.C: The Boateng Brothers,20825389113_10152769270514114,17,76,NONE,76,FALSE,FALSE,ranked,0,FALSE,,
"Honoring the 2014 Nike Womenâ€™s Half Marathon in San Francisco, the women's Internationalist Mid commemorates the race through the city's winding hills.   Available for pre-order on nike.com/sportswear. #werunsf",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152767136719114/?type=3,https://www.facebook.com/nikesportswear/posts/10152767136819114:0,2014-10-15T17:41:31+0000,photo,Timeline Photos,20825389113_10152767136719114,98,2989,NONE,2989,FALSE,FALSE,chronological,40,FALSE,,
Back to the blacktop in Venice Beach. The Air Command Force is ready for its long-awaited return.   Available beginning October 18 at nike.com/sportswear and select Nike Sportswear retailers.  Explore the story: swoo.sh/Zt2cE2,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152745400039114/?type=3,https://www.facebook.com/nikesportswear/posts/10152745400124114:0,2014-10-08T16:21:03+0000,photo,Timeline Photos,20825389113_10152745400039114,137,2513,NONE,2513,FALSE,FALSE,chronological,63,FALSE,,
,https://www.facebook.com/nikesportswear/photos/a.10150637657339114.413451.20825389113/10152734073184114/?type=3,https://www.facebook.com/nikesportswear/posts/10152734074444114,2014-10-05T01:03:49+0000,photo,Nike Sportswear's cover photo,20825389113_10152734073184114,31,1307,NONE,1306,FALSE,FALSE,chronological,20,FALSE,,
"SneakerBoots are back.Legendary meets necessary. Each SneakerBoot is engineered to protect you from the elements while keeping you warm, dry, and visible.  Available on nike.com/sportswear and at select retailers Oct 2.",https://www.facebook.com/nikesportswear/photos/a.10152730991539114.1073741962.20825389113/10152730991559114/?type=3,,2014-10-03T21:41:31+0000,photo,Holiday 14 Nike SneakerBoots,20825389113_10152730991559114,213,334,NONE,334,FALSE,FALSE,chronological,12,FALSE,,
"Introducing this season's SneakerBoots Collection.   Highlighted by the Men's Air Max 90 and the Women's AIr Max 1, each design has been re-mastered and rebooted for winter. Be dry. Be warm. Be seen.  Available now at nike.com/sportswear and select retailers worldwide.",https://www.facebook.com/nikesportswear/videos/10152727729964114/,https://www.facebook.com/nikesportswear/videos/10152727729964114/,2014-10-02T16:33:55+0000,video,Holiday 14 Nike SneakerBoots: Legendary Meets Necessary,20825389113_10152727729964114,159,868,NONE,868,FALSE,FALSE,chronological,32,FALSE,,
"Lions, tigers, and Blazers. The legendary silhouette is updated in three jungle-inspired looks in the latest Blazer Safari Collection.  Available on nike.com/sportswear and at select retailers starting October 11.  Explore more here: swoo.sh/1rIchb3",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152725322119114/?type=3,https://www.facebook.com/nikesportswear/posts/10152725322179114:0,2014-10-01T17:04:03+0000,photo,Timeline Photos,20825389113_10152725322119114,138,2770,NONE,2770,FALSE,FALSE,chronological,42,FALSE,,
"The new Roshe Flyknit transform excess into success, using discarded Flyknit material to reinvent the Roshe's simplistic design language.   Available October 4 on nike.com/sportswear",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152720963799114/?type=3,https://www.facebook.com/nikesportswear/posts/10152720965919114,2014-09-29T17:14:03+0000,photo,Photos from Nike Sportswear's post,20825389113_10152720965919114,141,3327,NONE,3327,FALSE,FALSE,chronological,68,FALSE,,
A timeless silhouette reenergized with iconic detailing.  The Air Foamposite Pro PRM releases this October exclusively on Nike.com.,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152715829534114/?type=3,https://www.facebook.com/nikesportswear/posts/10152715829619114:0,2014-09-27T16:05:04+0000,photo,Timeline Photos,20825389113_10152715829534114,195,4666,NONE,4662,FALSE,FALSE,chronological,70,FALSE,,
"For Argentinian rugby great Juan MartÃ_n HernÃ¡ndez, living with pressure is the best way to play with passion.   Explore the new Tech Pack collection: nike.com/techpack #techpack",https://www.facebook.com/nikesportswear/photos/a.10152714503219114.1073741961.20825389113/10152714503229114/?type=3,,2014-09-26T22:09:21+0000,photo,Juan Martin Hernandez: Pressure Points,20825389113_10152714503229114,22,62,NONE,62,FALSE,FALSE,chronological,2,FALSE,,
"Inspired by Oklahoma City, the latest KD 7 Lifestyle blends rich ostrich leather with distinctive tribal detailing.  Available on nike.com/sportswear and at select retailers Sept 26.",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152712025489114/?type=3,https://www.facebook.com/nikesportswear/posts/10152712025744114:0,2014-09-25T19:01:45+0000,photo,Timeline Photos,20825389113_10152712025489114,62,1762,NONE,1762,FALSE,FALSE,chronological,44,FALSE,,
Engineered for championship careers. Congratulations to Li Na for defying the odds to just do it. #LoveLi #techpack,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152707501709114/?type=3,https://www.facebook.com/nikesportswear/posts/10152707501759114:0,2014-09-23T17:23:06+0000,photo,Timeline Photos,20825389113_10152707501709114,7,723,NONE,723,FALSE,FALSE,chronological,6,FALSE,,
"Built for multi-purpose use, the Air Huarache Trainer borrowed elements from both the Air Huarache and Air Flight Huarache. Now over 20 years since its original arrival, the Air Huarache Trainer returns in its original White/Dark Emerald-Medium Berry colorway for the first time ever.  Available September 27 on nike.com/sportswear and select Nike Sportswear retailers nationwide.",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152698853924114/?type=3,https://www.facebook.com/nikesportswear/posts/10152698853974114:0,2014-09-19T20:02:03+0000,photo,Timeline Photos,20825389113_10152698853924114,117,2079,NONE,2079,FALSE,FALSE,chronological,23,FALSE,,
Simplified for everyday. The Roshe Run Flyknit blends a lightweight Flyknit upper and natural motion tooling on the innovated silhouette.  Arriving on nike.com/sportswear and at select retailers Sept 26.,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152694480639114/?type=3,https://www.facebook.com/nikesportswear/posts/10152694480849114:0,2014-09-17T17:07:05+0000,photo,Timeline Photos,20825389113_10152694480639114,183,4274,NONE,4269,FALSE,FALSE,chronological,122,FALSE,,
New season. New #techpack. New lookbook. Download it now at the App Store. http://swoo.sh/1D0GEOB,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152692548974114/?type=3,https://www.facebook.com/nikesportswear/posts/10152692549094114:0,2014-09-16T20:19:28+0000,photo,Timeline Photos,20825389113_10152692548974114,6,443,NONE,443,FALSE,FALSE,chronological,7,FALSE,,
One classic. Two new colors. The sandal-inspired Air Huarache Run is re-imagined from ground up in two juxtaposed colorways.   Coming this month to nike.com/sportswear and select retailers.,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152684163664114/?type=3,https://www.facebook.com/nikesportswear/posts/10152684163719114:0,2014-09-13T16:52:34+0000,photo,Timeline Photos,20825389113_10152684163664114,101,2512,NONE,2512,FALSE,FALSE,chronological,26,FALSE,,
Airy mesh. Fall fresh. The women's Air Max Lunar1 blends breathable mesh with dynamic cushioning for premium comfort.   Available now: swoo.sh/1ncfkq8,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152679866884114/?type=3,https://www.facebook.com/nikesportswear/posts/10152679868209114:0,2014-09-11T21:52:19+0000,photo,Timeline Photos,20825389113_10152679866884114,119,2269,NONE,2264,FALSE,FALSE,chronological,38,FALSE,,
"Burnished is better. Featuring the Air Max Lunar1 and Air Max Lunar90, the Air Max Burnished Collection brings a refined touch to a classic design. Available September 18.   Explore the Air Max Burnished Collection: swoo.sh/1qJPzh5",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152675535994114/?type=3,https://www.facebook.com/nikesportswear/posts/10152675536764114:0,2014-09-09T21:32:43+0000,photo,Timeline Photos,20825389113_10152675535994114,58,2493,NONE,2493,FALSE,FALSE,chronological,31,FALSE,,
Serena Williams never wanted to be famous. She only wanted to be the best.   Explore the new Tech Pack collection: nike.com/techpack,https://www.facebook.com/nikesportswear/photos/a.10152670697339114.1073741960.20825389113/10152670697514114/?type=3,https://www.facebook.com/nikesportswear/posts/10152670717034114,2014-09-07T16:18:35+0000,photo,Serena Williams: Super. Human.,20825389113_10152670697514114,26,48,NONE,48,FALSE,FALSE,chronological,2,FALSE,,
Washed denim and a snake-embossed Swoosh combine with iconic Infrared highlights.  Coming this month to nike.com/sportswear #airmax,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152667024174114/?type=3,https://www.facebook.com/nikesportswear/posts/10152667024354114:0,2014-09-05T21:03:19+0000,photo,Timeline Photos,20825389113_10152667024174114,161,4026,NONE,4026,FALSE,FALSE,chronological,42,FALSE,,
Champion cornerback Richard Sherman is out to show the world how knowledge of self equals pain for everyone else.    Explore the new Tech Pack collection: nike.com/techpack #techpack,https://www.facebook.com/nikesportswear/photos/a.10152664209029114.1073741959.20825389113/10152664209069114/?type=3,,2014-09-04T16:25:23+0000,photo,Richard Sherman: Wisdom and the Warrior,20825389113_10152664209069114,11,50,NONE,50,FALSE,FALSE,chronological,2,FALSE,,
